"block","trt","species","prob","graminoid","seedrate.g.plot"
"39","r","LUSU","0.264705882","0","7.1735"
"39","r","ACMI","0.066176471","0","0.0113"
"39","r","HOIN","0.022058824","1","0.1040"
"39","r","LUMI","0.014705882","0","0.3875"
"39","r","POSE","0.007352941","1","0.0042"
"39","r","ELCO","0.000000000","1","0.0000"
"39","r","BRCA","0.000000000","1","0.0000"
"39","r","GRCA","0.000000000","0","0.0000"
"39","r","PLER","0.000000000","0","0.0000"
"40","ir","KOMA","0.832234","1","0.1006"
"40","ir","HOIN","0.084228","1","0.2233"
"40","ir","PLER","0.040590","0","0.0352"
"40","ir","CIOC","0.026393","0","0.0880"
"40","ir","ELGL","0.007976","1","0.0166"
"40","ir","TRWI","0.006493","0","0.0074"
"40","ir","DEFA","0.002020","0","0.0008"
"40","ir","ACST","0.000062","0","0.0000"
"40","ir","ELCO","0.000004","1","0.0000"
"40","ir","LUMI","0.000000","0","0.0000"
"40","dt","ACAM","0.245665","0","0.5030"
"40","dt","LUBI","0.195446","0","0.4299"
"40","dt","BRCA","0.177854","1","0.6892"
"40","dt","FEMI","0.154577","1","0.1316"
"40","dt","CAME","0.121718","0","0.0500"
"40","dt","GRCA","0.073094","0","0.0813"
"40","dt","DEFA","0.012887","0","0.0049"
"40","dt","TRWI","0.008641","0","0.0098"
"40","dt","MEIM","0.008278","1","0.0045"
"40","dt","POSE","0.001841","1","0.0006"
"40","fd","LUSU","0.222534","0","3.3923"
"40","fd","MURI","0.139971","1","0.0159"
"40","fd","ESCA","0.122117","0","0.0745"
"40","fd","ACMI","0.107678","0","0.0103"
"40","fd","GRCA","0.098339","0","0.1094"
"40","fd","ELCO","0.071203","1","0.0895"
"40","fd","BRCA","0.064671","1","0.2506"
"40","fd","PLER","0.062272","0","0.0539"
"40","fd","STPU","0.056525","1","0.1542"
"40","fd","ACST","0.054689","0","0.0428"
"40","r","ESCA","0.46666667","0","0.5059"
"40","r","LUMI","0.33333333","0","8.7833"
"40","r","HOIN","0.08333333","1","0.3927"
"40","r","TRWI","0.06666667","0","0.1347"
"40","r","BRCA","0.01666667","1","0.1148"
"40","r","STPU","0.01666667","1","0.0808"
"40","r","PHCI","0.01666667","0","0.0136"
"40","r","MEIM","0.00000000","1","0.0000"
"40","r","ACST","0.00000000","0","0.0000"
"40","r","ACAM","0.00000000","0","0.0000"
"41","ir","CAME","0.406431","0","0.1669"
"41","ir","SPAI","0.212649","1","0.0286"
"41","ir","ACAM","0.148658","0","0.3044"
"41","ir","ARPU","0.097515","1","0.0665"
"41","ir","MURI","0.083591","1","0.0095"
"41","ir","DEFA","0.018118","0","0.0068"
"41","ir","BRCA","0.012967","1","0.0502"
"41","ir","ESCA","0.012578","0","0.0077"
"41","ir","SIBE","0.006864","0","0.0053"
"41","ir","LUBI","0.000630","0","0.0014"
"41","dt","LUMI","0.203808","0","3.0208"
"41","dt","SPAI","0.131029","1","0.0176"
"41","dt","CAME","0.116935","0","0.0480"
"41","dt","CIOC","0.110694","0","0.3692"
"41","dt","LUBI","0.105297","0","0.2316"
"41","dt","ARPU","0.095861","1","0.0654"
"41","dt","GRCA","0.068959","0","0.0767"
"41","dt","STPU","0.061871","1","0.1688"
"41","dt","SIBE","0.060966","0","0.0472"
"41","dt","ELCO","0.044580","1","0.0560"
"41","fd","LUBI","0.162593","0","0.3576"
"41","fd","SPAI","0.130181","1","0.0175"
"41","fd","TRWI","0.121240","0","0.1378"
"41","fd","ESCA","0.114732","0","0.0700"
"41","fd","ACMI","0.102336","0","0.0098"
"41","fd","FEMI","0.078675","1","0.0670"
"41","fd","PLER","0.075789","0","0.0657"
"41","fd","KOMA","0.073948","1","0.0089"
"41","fd","STPU","0.071182","1","0.1941"
"41","fd","RACA","0.069324","0","0.0881"
"41","r","FEMI","0.887451488","1","1.3436"
"41","r","LAPL","0.081500647","0","0.0475"
"41","r","ESCA","0.009055627","0","0.0098"
"41","r","SIBE","0.009055627","0","0.0125"
"41","r","HOIN","0.005174644","1","0.0244"
"41","r","PHCI","0.005174644","0","0.0042"
"41","r","STPU","0.002587322","1","0.0125"
"41","r","ELGL","0.000000000","1","0.0000"
"41","r","ACST","0.000000000","0","0.0000"
"41","r","DEFA","0.000000000","0","0.0000"
"42","ir","SPAI","0.362070","1","0.0487"
"42","ir","ARPU","0.137668","1","0.0939"
"42","ir","AMME","0.112816","0","0.0885"
"42","ir","CIOC","0.098914","0","0.3299"
"42","ir","HOIN","0.074933","1","0.1986"
"42","ir","ESCA","0.063601","0","0.0388"
"42","ir","DEFA","0.053272","0","0.0201"
"42","ir","STPU","0.045180","1","0.1232"
"42","ir","LUMI","0.028070","0","0.4161"
"42","ir","SIBE","0.023477","0","0.0182"
"42","dt","MURI","0.186824","1","0.0213"
"42","dt","LUMI","0.177027","0","2.6239"
"42","dt","CAME","0.106085","0","0.0436"
"42","dt","LUBI","0.098308","0","0.2162"
"42","dt","LUSU","0.087173","0","1.3288"
"42","dt","HOIN","0.080422","1","0.2132"
"42","dt","ACST","0.080151","0","0.0627"
"42","dt","GRCA","0.069160","0","0.0769"
"42","dt","ELGL","0.062662","1","0.1301"
"42","dt","HOBR","0.052189","1","0.0846"
"42","fd","LUSU","0.171629","0","2.6163"
"42","fd","SPAI","0.154313","1","0.0207"
"42","fd","LUBI","0.125910","0","0.2769"
"42","fd","ELCO","0.097915","1","0.1231"
"42","fd","KOMA","0.088918","1","0.0108"
"42","fd","CIOC","0.083582","0","0.2788"
"42","fd","HOIN","0.078610","1","0.2084"
"42","fd","DEFA","0.071029","0","0.0269"
"42","fd","PLER","0.070850","0","0.0614"
"42","fd","RACA","0.057243","0","0.0728"
"42","r","LUSU","0.40740741","0","11.0407"
"42","r","FEMI","0.25925926","1"," 0.3925"
"42","r","GRCA","0.11111111","0"," 0.2197"
"42","r","HOBR","0.07407407","1"," 0.2136"
"42","r","ELCO","0.07407407","1"," 0.1655"
"42","r","ESCA","0.03703704","0"," 0.0401"
"42","r","DEFA","0.03703704","0"," 0.0249"
"42","r","ARPU","0.00000000","1"," 0.0000"
"42","r","ACST","0.00000000","0"," 0.0000"
"42","r","LAPL","0.00000000","0"," 0.0000"
"43","ir","SPAI","0.218976","1","0.0294"
"43","ir","MURI","0.161805","1","0.0184"
"43","ir","CAME","0.112972","0","0.0464"
"43","ir","ARPU","0.097502","1","0.0665"
"43","ir","FEMI","0.096985","1","0.0826"
"43","ir","CIOC","0.090830","0","0.3030"
"43","ir","PLER","0.079654","0","0.0690"
"43","ir","LUSU","0.058577","0","0.8929"
"43","ir","ACAM","0.055248","0","0.1131"
"43","ir","SIBE","0.027451","0","0.0213"
"43","dt","LUSU","0.194679","0","2.9676"
"43","dt","LUBI","0.152096","0","0.3345"
"43","dt","FEMI","0.121610","1","0.1036"
"43","dt","ESCA","0.086017","0","0.0524"
"43","dt","MURI","0.082969","1","0.0095"
"43","dt","ELGL","0.079710","1","0.1654"
"43","dt","PLER","0.075219","0","0.0652"
"43","dt","GRCA","0.072938","0","0.0811"
"43","dt","ELCO","0.069429","1","0.0873"
"43","dt","PHCI","0.065332","0","0.0300"
"43","fd","POSE","0.156093","1","0.0497"
"43","fd","CIOC","0.135707","0","0.4527"
"43","fd","LUBI","0.129294","0","0.2844"
"43","fd","ESCA","0.118096","0","0.0720"
"43","fd","GRCA","0.097180","0","0.1081"
"43","fd","ARPU","0.087467","1","0.0597"
"43","fd","ACAM","0.078315","0","0.1603"
"43","fd","MEIM","0.074644","1","0.0401"
"43","fd","SIBE","0.062151","0","0.0481"
"43","fd","ELCO","0.061053","1","0.0767"
"43","r","BRCA","0.433427762","1","2.9858"
"43","r","LUBI","0.218130312","0","0.8529"
"43","r","LUMI","0.147308782","0","3.8816"
"43","r","RACA","0.121813031","0","0.2753"
"43","r","ELCO","0.048158640","1","0.1076"
"43","r","POSE","0.019830028","1","0.0112"
"43","r","MEIM","0.005665722","1","0.0054"
"43","r","PLER","0.002832861","0","0.0044"
"43","r","DEFA","0.002832861","0","0.0019"
"43","r","TRWI","0.000000000","0","0.0000"
"44","ir","CAME","0.413676","0","0.1699"
"44","ir","SPAI","0.265116","1","0.0356"
"44","ir","CIOC","0.128078","0","0.4272"
"44","ir","ARPU","0.060133","1","0.0410"
"44","ir","MEIM","0.059782","1","0.0321"
"44","ir","SIBE","0.045965","0","0.0356"
"44","ir","HOBR","0.009114","1","0.0148"
"44","ir","RACA","0.007603","0","0.0097"
"44","ir","LUSU","0.007228","0","0.1102"
"44","ir","LAPL","0.003305","0","0.0011"
"44","dt","LUSU","0.222975","0","3.3990"
"44","dt","CAME","0.173593","0","0.0713"
"44","dt","ACST","0.111459","0","0.0871"
"44","dt","KOMA","0.095429","1","0.0115"
"44","dt","STPU","0.091974","1","0.2509"
"44","dt","GRCA","0.083162","0","0.0925"
"44","dt","ASFA","0.066532","0","0.1463"
"44","dt","RACA","0.058358","0","0.0742"
"44","dt","ELCO","0.053522","1","0.0673"
"44","dt","HOBR","0.042994","1","0.0697"
"44","fd","LUMI","0.227700","0","3.3749"
"44","fd","GRCA","0.105321","0","0.1172"
"44","fd","AMME","0.092933","0","0.0729"
"44","fd","CAME","0.090624","0","0.0372"
"44","fd","ASFA","0.090147","0","0.1983"
"44","fd","SIBE","0.083959","0","0.0650"
"44","fd","HOIN","0.083090","1","0.2203"
"44","fd","ARPU","0.081526","1","0.0556"
"44","fd","HOBR","0.076869","1","0.1247"
"44","fd","STPU","0.067830","1","0.1850"
"44","r","FEMI","0.32530120","1","0.4925"
"44","r","CAME","0.30120482","0","0.2199"
"44","r","LUBI","0.15662651","0","0.6124"
"44","r","HOBR","0.09638554","1","0.2779"
"44","r","LUSU","0.06024096","0","1.6325"
"44","r","GRCA","0.02409639","0","0.0477"
"44","r","HOIN","0.01204819","1","0.0568"
"44","r","SPAI","0.01204819","1","0.0029"
"44","r","ASFA","0.01204819","0","0.0471"
"44","r","RACA","0.00000000","0","0.0000"
"45","ir","MURI","0.377614","1","0.0430"
"45","ir","CIOC","0.339200","0","1.1314"
"45","ir","ARPU","0.195416","1","0.1333"
"45","ir","FEMI","0.075238","1","0.0641"
"45","ir","DEFA","0.008072","0","0.0031"
"45","ir","ACST","0.002586","0","0.0020"
"45","ir","STPU","0.001361","1","0.0037"
"45","ir","ASFA","0.000328","0","0.0007"
"45","ir","LUBI","0.000153","0","0.0003"
"45","ir","GRCA","0.000033","0","0.0000"
"45","dt","PHCI","0.208238","0","0.0956"
"45","dt","LUMI","0.181371","0","2.6883"
"45","dt","LUSU","0.163456","0","2.4917"
"45","dt","ACMI","0.110433","0","0.0106"
"45","dt","KOMA","0.100467","1","0.0122"
"45","dt","STPU","0.063184","1","0.1723"
"45","dt","SIBE","0.058649","0","0.0454"
"45","dt","HOIN","0.057992","1","0.1537"
"45","dt","RACA","0.039188","0","0.0498"
"45","dt","HOBR","0.017022","1","0.0276"
"45","fd","LUSU","0.179539","0","2.7368"
"45","fd","LAPL","0.161500","0","0.0530"
"45","fd","GRCA","0.127441","0","0.1418"
"45","fd","MURI","0.109838","1","0.0125"
"45","fd","ASFA","0.100160","0","0.2203"
"45","fd","FEMI","0.079206","1","0.0675"
"45","fd","HOIN","0.069539","1","0.1843"
"45","fd","PLER","0.060517","0","0.0524"
"45","fd","CAME","0.060265","0","0.0247"
"45","fd","ARPU","0.051995","1","0.0355"
"45","r","ARPU","0.635204082","1","0.7704"
"45","r","AMME","0.150510204","0","0.2100"
"45","r","GRCA","0.099489796","0","0.1967"
"45","r","CIOC","0.068877551","0","0.4084"
"45","r","STPU","0.022959184","1","0.1113"
"45","r","POSE","0.010204082","1","0.0058"
"45","r","ELGL","0.007653061","1","0.0282"
"45","r","RACA","0.002551020","0","0.0058"
"45","r","ACAM","0.002551020","0","0.0093"
"45","r","DEFA","0.000000000","0","0.0000"
"46","ir","AMME","0.341784","0","0.2682"
"46","ir","SPAI","0.221149","1","0.0297"
"46","ir","MURI","0.139964","1","0.0159"
"46","ir","RACA","0.076942","0","0.0978"
"46","ir","HOBR","0.060838","1","0.0987"
"46","ir","LAPL","0.054787","0","0.0180"
"46","ir","ACMI","0.034040","0","0.0033"
"46","ir","SIBE","0.033889","0","0.0262"
"46","ir","POSE","0.022488","1","0.0072"
"46","ir","GRCA","0.014119","0","0.0157"
"46","dt","LUBI","0.523253","0","1.1508"
"46","dt","AMME","0.344523","0","0.2703"
"46","dt","ELGL","0.132224","1","0.2744"
"46","dt","ARPU","0.000000","1","0.0000"
"46","dt","FEMI","0.000000","1","0.0000"
"46","dt","SPAI","0.000000","1","0.0000"
"46","dt","LAPL","0.000000","0","0.0000"
"46","dt","RACA","0.000000","0","0.0000"
"46","dt","GRCA","0.000000","0","0.0000"
"46","dt","ACMI","0.000000","0","0.0000"
"46","fd","POSE","0.169772","1","0.0541"
"46","fd","LUSU","0.165908","0","2.5291"
"46","fd","LUBI","0.133964","0","0.2946"
"46","fd","SPAI","0.127481","1","0.0171"
"46","fd","FEMI","0.083505","1","0.0711"
"46","fd","CIOC","0.073896","0","0.2465"
"46","fd","HOIN","0.068924","1","0.1827"
"46","fd","CAME","0.062342","0","0.0256"
"46","fd","PLER","0.060578","0","0.0525"
"46","fd","ACAM","0.053629","0","0.1098"
"46","r","SPAI","0.572727273","1","0.1369"
"46","r","KOMA","0.209090909","1","0.0450"
"46","r","LUBI","0.090909091","0","0.3555"
"46","r","LAPL","0.063636364","0","0.0371"
"46","r","ACST","0.027272727","0","0.0379"
"46","r","LUSU","0.018181818","0","0.4927"
"46","r","CAME","0.009090909","0","0.0066"
"46","r","ACAM","0.009090909","0","0.0331"
"46","r","ELCO","0.000000000","1","0.0000"
"46","r","HOIN","0.000000000","1","0.0000"
"47","ir","MURI","0.430936","1","0.0491"
"47","ir","CIOC","0.395874","0","1.3205"
"47","ir","ARPU","0.062653","1","0.0427"
"47","ir","ESCA","0.056581","0","0.0345"
"47","ir","LUSU","0.030491","0","0.4648"
"47","ir","ELGL","0.021068","1","0.0437"
"47","ir","RACA","0.001577","0","0.0020"
"47","ir","SIBE","0.000548","0","0.0004"
"47","ir","ACST","0.000245","0","0.0002"
"47","ir","POSE","0.000027","1","0.0000"
"47","dt","LUBI","0.282101","0","0.6204"
"47","dt","BRCA","0.281308","1","1.0901"
"47","dt","PLER","0.159659","0","0.1383"
"47","dt","ACST","0.108174","0","0.0846"
"47","dt","ARPU","0.077881","1","0.0531"
"47","dt","PHCI","0.066289","0","0.0304"
"47","dt","SPAI","0.013760","1","0.0018"
"47","dt","ACMI","0.005077","0","0.0005"
"47","dt","POSE","0.003110","1","0.0010"
"47","dt","LAPL","0.002640","0","0.0009"
"47","fd","LUMI","0.213686","0","3.1672"
"47","fd","POSE","0.131491","1","0.0419"
"47","fd","SPAI","0.128437","1","0.0173"
"47","fd","GRCA","0.104455","0","0.1162"
"47","fd","CIOC","0.085769","0","0.2861"
"47","fd","TRWI","0.075434","0","0.0857"
"47","fd","HOIN","0.073302","1","0.1943"
"47","fd","CAME","0.073289","0","0.0301"
"47","fd","ELCO","0.069083","1","0.0868"
"47","fd","RACA","0.045053","0","0.0573"
"47","r","ELGL","0.501901141","1","1.8520"
"47","r","CIOC","0.406844106","0","2.4126"
"47","r","ELCO","0.049429658","1","0.1104"
"47","r","RACA","0.022813688","0","0.0516"
"47","r","KOMA","0.007604563","1","0.0016"
"47","r","LUMI","0.007604563","0","0.2004"
"47","r","ASFA","0.003802281","0","0.0149"
"47","r","HOBR","0.000000000","1","0.0000"
"47","r","LAPL","0.000000000","0","0.0000"
"47","r","TRWI","0.000000000","0","0.0000"
"48","ir","SPAI","0.337063","1","0.0453"
"48","ir","FEMI","0.202427","1","0.1724"
"48","ir","HOIN","0.195288","1","0.5177"
"48","ir","LAPL","0.079863","0","0.0262"
"48","ir","ACAM","0.056485","0","0.1157"
"48","ir","LUSU","0.042407","0","0.6464"
"48","ir","BRCA","0.041985","1","0.1627"
"48","ir","RACA","0.033547","0","0.0426"
"48","ir","LUBI","0.005959","0","0.0131"
"48","ir","LUMI","0.004975","0","0.0737"
"48","dt","CIOC","0.301465","0","1.0056"
"48","dt","ASFA","0.152752","0","0.3360"
"48","dt","FEMI","0.140838","1","0.1199"
"48","dt","ELGL","0.103074","1","0.2139"
"48","dt","ACST","0.076727","0","0.0600"
"48","dt","RACA","0.061941","0","0.0787"
"48","dt","ESCA","0.055350","0","0.0337"
"48","dt","ELCO","0.054287","1","0.0682"
"48","dt","MURI","0.031101","1","0.0035"
"48","dt","DEFA","0.022465","0","0.0085"
"48","fd","LUMI","0.244337","0","3.6215"
"48","fd","LAPL","0.140170","0","0.0460"
"48","fd","SPAI","0.113542","1","0.0153"
"48","fd","MEIM","0.104260","1","0.0561"
"48","fd","AMME","0.074522","0","0.0585"
"48","fd","HOIN","0.074513","1","0.1975"
"48","fd","PLER","0.072697","0","0.0630"
"48","fd","CAME","0.066649","0","0.0274"
"48","fd","ELGL","0.057942","1","0.1203"
"48","fd","RACA","0.051370","0","0.0653"
"48","r","SIBE","0.655660377","0","0.9024"
"48","r","MURI","0.141509434","1","0.0287"
"48","r","CIOC","0.084905660","0","0.5035"
"48","r","ACMI","0.070754717","0","0.0120"
"48","r","LUSU","0.018867925","0","0.5113"
"48","r","LAPL","0.014150943","0","0.0082"
"48","r","POSE","0.004716981","1","0.0027"
"48","r","SPAI","0.004716981","1","0.0011"
"48","r","PLER","0.004716981","0","0.0073"
"48","r","ELCO","0.000000000","1","0.0000"
"49","ir","PHCI","0.350334","0","0.1609"
"49","ir","POSE","0.183156","1","0.0583"
"49","ir","ELGL","0.182011","1","0.3778"
"49","ir","FEMI","0.059681","1","0.0508"
"49","ir","RACA","0.057417","0","0.0730"
"49","ir","ACAM","0.054733","0","0.1121"
"49","ir","MEIM","0.053123","1","0.0286"
"49","ir","ESCA","0.041736","0","0.0254"
"49","ir","SIBE","0.013376","0","0.0104"
"49","ir","GRCA","0.004434","0","0.0049"
"49","dt","LUSU","0.181964","0","2.7738"
"49","dt","CIOC","0.165957","0","0.5536"
"49","dt","PHCI","0.151286","0","0.0695"
"49","dt","LUBI","0.137630","0","0.3027"
"49","dt","ACMI","0.112214","0","0.0107"
"49","dt","ELGL","0.066362","1","0.1377"
"49","dt","MEIM","0.059357","1","0.0319"
"49","dt","RACA","0.056036","0","0.0712"
"49","dt","HOBR","0.034823","1","0.0565"
"49","dt","POSE","0.034371","1","0.0109"
"49","fd","LAPL","0.165734","0","0.0544"
"49","fd","ASFA","0.156240","0","0.3436"
"49","fd","SPAI","0.114098","1","0.0153"
"49","fd","CIOC","0.106567","0","0.3555"
"49","fd","PHCI","0.098462","0","0.0452"
"49","fd","AMME","0.081881","0","0.0643"
"49","fd","BRCA","0.077437","1","0.3001"
"49","fd","ELGL","0.072404","1","0.1503"
"49","fd","CAME","0.071898","0","0.0295"
"49","fd","ARPU","0.055279","1","0.0377"
"49","r","POSE","0.423913043","1","0.2399"
"49","r","HOIN","0.168478261","1","0.7940"
"49","r","ARPU","0.157608696","1","0.1912"
"49","r","ACMI","0.119565217","0","0.0203"
"49","r","LAPL","0.081521739","0","0.0475"
"49","r","ACAM","0.027173913","0","0.0989"
"49","r","DEFA","0.010869565","0","0.0073"
"49","r","FEMI","0.005434783","1","0.0082"
"49","r","ACST","0.005434783","0","0.0076"
"49","r","PHCI","0.000000000","0","0.0000"
"50","ir","MURI","0.326804","1","0.0372"
"50","ir","CIOC","0.323189","0","1.0780"
"50","ir","KOMA","0.246774","1","0.0298"
"50","ir","PLER","0.075381","0","0.0653"
"50","ir","RACA","0.013253","0","0.0168"
"50","ir","HOBR","0.010335","1","0.0168"
"50","ir","ACMI","0.001525","0","0.0001"
"50","ir","SIBE","0.001315","0","0.0010"
"50","ir","POSE","0.001292","1","0.0004"
"50","ir","ASFA","0.000133","0","0.0003"
"50","dt","HOIN","0.363133","1","0.9626"
"50","dt","PLER","0.249092","0","0.2158"
"50","dt","ELGL","0.227503","1","0.4722"
"50","dt","ACST","0.112203","0","0.0877"
"50","dt","PHCI","0.030602","0","0.0141"
"50","dt","SIBE","0.012539","0","0.0097"
"50","dt","ESCA","0.003301","0","0.0020"
"50","dt","DEFA","0.001074","0","0.0004"
"50","dt","MEIM","0.000526","1","0.0003"
"50","dt","POSE","0.000026","1","0.0000"
"50","fd","LUMI","0.198096","0","2.9362"
"50","fd","POSE","0.128451","1","0.0409"
"50","fd","ESCA","0.127766","0","0.0779"
"50","fd","LUSU","0.117358","0","1.7890"
"50","fd","SPAI","0.111645","1","0.0150"
"50","fd","SIBE","0.075057","0","0.0581"
"50","fd","KOMA","0.069063","1","0.0084"
"50","fd","PLER","0.064255","0","0.0557"
"50","fd","ELGL","0.057401","1","0.1191"
"50","fd","ACAM","0.050909","0","0.1042"
"50","r","HOIN","0.39393939","1","1.8564"
"50","r","RACA","0.18181818","0","0.4109"
"50","r","BRCA","0.15151515","1","1.0438"
"50","r","STPU","0.12121212","1","0.5877"
"50","r","ACAM","0.12121212","0","0.4412"
"50","r","PLER","0.03030303","0","0.0467"
"50","r","ELGL","0.00000000","1","0.0000"
"50","r","ACMI","0.00000000","0","0.0000"
"50","r","LUSU","0.00000000","0","0.0000"
"50","r","LUMI","0.00000000","0","0.0000"
"51","ir","PHCI","0.448110","0","0.2057"
"51","ir","POSE","0.203858","1","0.0649"
"51","ir","RACA","0.089515","0","0.1138"
"51","ir","BRCA","0.078295","1","0.3034"
"51","ir","ASFA","0.064970","0","0.1429"
"51","ir","HOIN","0.035343","1","0.0937"
"51","ir","PLER","0.034251","0","0.0297"
"51","ir","ACST","0.025345","0","0.0198"
"51","ir","STPU","0.016775","1","0.0458"
"51","ir","ACMI","0.003538","0","0.0003"
"51","dt","ACAM","0.336887","0","0.6898"
"51","dt","HOIN","0.243392","1","0.6452"
"51","dt","PLER","0.160803","0","0.1393"
"51","dt","ASFA","0.127200","0","0.2798"
"51","dt","CAME","0.059639","0","0.0245"
"51","dt","SIBE","0.041425","0","0.0321"
"51","dt","MURI","0.014751","1","0.0017"
"51","dt","SPAI","0.008639","1","0.0012"
"51","dt","KOMA","0.004240","1","0.0005"
"51","dt","ACMI","0.003024","0","0.0003"
"51","fd","LUMI","0.165836","0","2.4580"
"51","fd","MURI","0.158835","1","0.0181"
"51","fd","LAPL","0.148876","0","0.0488"
"51","fd","LUSU","0.115293","0","1.7575"
"51","fd","GRCA","0.105824","0","0.1177"
"51","fd","ELCO","0.075307","1","0.0947"
"51","fd","LUBI","0.074132","0","0.1630"
"51","fd","ELGL","0.058437","1","0.1213"
"51","fd","HOBR","0.052931","1","0.0858"
"51","fd","RACA","0.044528","0","0.0566"
"51","r","CIOC","0.666666667","0","3.9533"
"51","r","AMME","0.105691057","0","0.1474"
"51","r","ASFA","0.073170732","0","0.2861"
"51","r","KOMA","0.056910569","1","0.0122"
"51","r","ELGL","0.056910569","1","0.2100"
"51","r","MEIM","0.024390244","1","0.0233"
"51","r","GRCA","0.008130081","0","0.0161"
"51","r","ACAM","0.008130081","0","0.0296"
"51","r","ELCO","0.000000000","1","0.0000"
"51","r","LUSU","0.000000000","0","0.0000"
"52","ir","AMME","0.534483","0","0.4194"
"52","ir","LAPL","0.231207","0","0.0758"
"52","ir","HOIN","0.101016","1","0.2678"
"52","ir","POSE","0.096225","1","0.0306"
"52","ir","MEIM","0.036472","1","0.0196"
"52","ir","HOBR","0.000499","1","0.0008"
"52","ir","SIBE","0.000096","0","0.0001"
"52","ir","LUSU","0.000003","0","0.0000"
"52","ir","GRCA","0.000000","0","0.0000"
"52","ir","ASFA","0.000000","0","0.0000"
"52","dt","LUSU","0.271524","0","4.1390"
"52","dt","FEMI","0.133055","1","0.1133"
"52","dt","HOBR","0.094201","1","0.1528"
"52","dt","ELGL","0.091358","1","0.1896"
"52","dt","MURI","0.077599","1","0.0088"
"52","dt","SIBE","0.074795","0","0.0579"
"52","dt","ACST","0.072976","0","0.0571"
"52","dt","PLER","0.069191","0","0.0599"
"52","dt","DEFA","0.060938","0","0.0230"
"52","dt","ACMI","0.054364","0","0.0052"
"52","fd","LUSU","0.166157","0","2.5329"
"52","fd","POSE","0.130884","1","0.0417"
"52","fd","ACMI","0.126330","0","0.0121"
"52","fd","LUBI","0.115364","0","0.2537"
"52","fd","MURI","0.109701","1","0.0125"
"52","fd","PHCI","0.102192","0","0.0469"
"52","fd","TRWI","0.079051","0","0.0898"
"52","fd","ELGL","0.059857","1","0.1242"
"52","fd","ACAM","0.056915","0","0.1165"
"52","fd","HOBR","0.053547","1","0.0868"
"52","r","TRWI","0.45833333","0","0.9258"
"52","r","HOIN","0.20833333","1","0.9818"
"52","r","SIBE","0.16666667","0","0.2294"
"52","r","LAPL","0.08333333","0","0.0486"
"52","r","ESCA","0.08333333","0","0.0903"
"52","r","BRCA","0.00000000","1","0.0000"
"52","r","POSE","0.00000000","1","0.0000"
"52","r","ELCO","0.00000000","1","0.0000"
"52","r","AMME","0.00000000","0","0.0000"
"52","r","DEFA","0.00000000","0","0.0000"
"53","ir","KOMA","0.659535","1","0.0798"
"53","ir","AMME","0.200772","0","0.1575"
"53","ir","TRWI","0.087682","0","0.0996"
"53","ir","ESCA","0.032782","0","0.0200"
"53","ir","HOIN","0.018469","1","0.0490"
"53","ir","RACA","0.000442","0","0.0006"
"53","ir","STPU","0.000300","1","0.0008"
"53","ir","SIBE","0.000010","0","0.0000"
"53","ir","ELCO","0.000009","1","0.0000"
"53","ir","GRCA","0.000000","0","0.0000"
"53","dt","ELGL","0.338551","1","0.7027"
"53","dt","CIOC","0.283628","0","0.9461"
"53","dt","FEMI","0.098705","1","0.0841"
"53","dt","MEIM","0.085879","1","0.0462"
"53","dt","ESCA","0.073856","0","0.0450"
"53","dt","SIBE","0.058725","0","0.0455"
"53","dt","AMME","0.026877","0","0.0211"
"53","dt","DEFA","0.019083","0","0.0072"
"53","dt","PHCI","0.010536","0","0.0048"
"53","dt","SPAI","0.004159","1","0.0006"
"53","fd","LUMI","0.248244","0","3.6794"
"53","fd","ESCA","0.150831","0","0.0920"
"53","fd","SPAI","0.147090","1","0.0198"
"53","fd","SIBE","0.080028","0","0.0620"
"53","fd","HOIN","0.071132","1","0.1886"
"53","fd","ELGL","0.067931","1","0.1410"
"53","fd","DEFA","0.063298","0","0.0239"
"53","fd","ARPU","0.061275","1","0.0418"
"53","fd","ACAM","0.058266","0","0.1193"
"53","fd","RACA","0.051906","0","0.0660"
"53","r","PHCI","0.47540984","0","0.3881"
"53","r","LUSU","0.21311475","0","5.7754"
"53","r","SPAI","0.13114754","1","0.0313"
"53","r","MURI","0.04918033","1","0.0100"
"53","r","CIOC","0.04918033","0","0.2916"
"53","r","LUBI","0.03278689","0","0.1282"
"53","r","HOIN","0.01639344","1","0.0773"
"53","r","ELCO","0.01639344","1","0.0366"
"53","r","RACA","0.01639344","0","0.0370"
"53","r","ESCA","0.00000000","0","0.0000"
