"rootdiam","veg","full","year","block","trt","drought","leafn","lop","ldmc","srl"
0.899073555632507,0.765382150314,7.84066483402899,"0","1","dt","cntl",NA,NA,NA,NA
1.13182789349478,0.390372587374435,7.43724011335478,"0","10","dt","cntl",NA,NA,NA,NA
0.573044625897517,0.235776521952808,5.8396673981589,"0","11","dt","drt",NA,NA,NA,NA
1.1825166207826,0.876009626082376,8.4147716283362,"0","12","dt","cntl",NA,NA,NA,NA
0.924880752407374,0.472547840424,7.6742829898544,"0","13","dt","cntl",NA,NA,NA,NA
1.16006782877467,0.888956098911309,8.57110639935956,"0","14","dt","drt",NA,NA,NA,NA
1.29772595263535,0.259116397056,8.85582058554661,"0","15","dt","drt",NA,NA,NA,NA
0.583526540692141,0.335668636266,5.95063420067627,"0","16","dt","cntl",NA,NA,NA,NA
0.694480723882876,0.219773516407055,6.80104784740984,"0","17","dt","cntl",NA,NA,NA,NA
1.37054599068185,0.249750341447067,9.02940016879271,"0","18","dt","drt",NA,NA,NA,NA
1.46489323385162,0.407818289463013,9.56623740506999,"0","19","dt","cntl",NA,NA,NA,NA
1.19762402880278,0.966295940904,8.56319231972885,"0","2","dt","cntl",NA,NA,NA,NA
1.31585041728545,0.231757556904,8.58207028066774,"0","20","dt","drt",NA,NA,NA,NA
0.56385807246926,0.290420390227277,6.36323769782274,"0","21","dt","cntl",NA,NA,NA,NA
1.41226906604851,0.630715683456,9.37195889873446,"0","22","dt","drt",NA,NA,NA,NA
0.567089178643097,0.130443501172867,5.49458260566516,"0","23","dt","cntl",NA,NA,NA,NA
0.335610779146853,0.453410865,4.92201520482332,"0","24","dt","drt",NA,NA,NA,NA
0.397721800188007,0.345228183221352,5.76386370916228,"0","25","dt","cntl",NA,NA,NA,NA
1.36965849370624,0.713075573376,9.0713394116766,"0","26","dt","drt",NA,NA,NA,NA
1.31508282066974,0.182006048527721,8.85410286754532,"0","27","dt","cntl",NA,NA,NA,NA
1.25385236300259,0.762936353514,8.80212304306022,"0","28","dt","cntl",NA,NA,NA,NA
0.778039097055011,0.488071778343069,7.35361121089299,"0","29","dt","drt",NA,NA,NA,NA
1.29092590177558,0.3777458888594,8.949166287042,"0","3","dt","drt",NA,NA,NA,NA
0.732089347658318,0.323802138502151,6.97619337026307,"0","30","dt","drt",NA,NA,NA,NA
1.03105203694502,0.477988067466,7.90447390174561,"0","31","dt","cntl",NA,NA,NA,NA
1.14898998587571,0.32793768108831,9.085316483077,"0","32","dt","drt",NA,NA,NA,NA
1.1343617861661,0.4765364394,7.85021672445372,"0","33","dt","cntl",NA,NA,NA,NA
0.96297931691929,0.391264816641168,8.14239091829907,"0","34","dt","drt",NA,NA,NA,NA
0.460873969937296,0.0328955428464469,4.5744294327536,"0","35","dt","drt",NA,NA,NA,NA
0.791093959736038,0.864039996387143,7.79944516985476,"0","36","dt","drt",NA,NA,NA,NA
0.846280203056682,0.311038474364638,7.19855780820337,"0","37","dt","cntl",NA,NA,NA,NA
1.56037556053168,0.675307240573806,9.44274947522398,"0","38","dt","cntl",NA,NA,NA,NA
0.958740167618918,0.54643460848138,7.66410759595494,"0","39","dt","drt",NA,NA,NA,NA
0.340316934789715,0.00644905978611312,3.90253802593996,"0","4","dt","drt",NA,NA,NA,NA
1.27526378023819,0.835030253827673,8.80285184853354,"0","40","dt","cntl",NA,NA,NA,NA
0.193667142658411,0,1.65529987740005,"0","41","dt","drt",NA,NA,NA,NA
1.40257276155902,0.496741397546298,9.39979136429101,"0","42","dt","cntl",NA,NA,NA,NA
1.3630956580847,0.762132809256,8.40574893165637,"0","43","dt","cntl",NA,NA,NA,NA
1.49813998631945,0.884779346905848,9.90193843138002,"0","44","dt","cntl",NA,NA,NA,NA
0.752032121263252,0.381768862629893,7.14977819938792,"0","45","dt","drt",NA,NA,NA,NA
0.854384493425023,0.870236624213881,7.26524567660066,"0","46","dt","cntl",NA,NA,NA,NA
0.446219833363253,0.213713565480655,4.6438154649064,"0","47","dt","drt",NA,NA,NA,NA
1.36646332597723,0.249553610474971,8.53912870518947,"0","48","dt","cntl",NA,NA,NA,NA
0.815732121846153,0.856622941913259,6.0342872270298,"0","49","dt","cntl",NA,NA,NA,NA
1.17132041381419,0.497579864616,8.35816053722604,"0","5","dt","cntl",NA,NA,NA,NA
1.33651467642931,0.638986083066,9.2106686866646,"0","50","dt","drt",NA,NA,NA,NA
0.968004477836021,0.85696286955005,7.01569345130687,"0","51","dt","cntl",NA,NA,NA,NA
0.875806440750148,0.828755496910165,7.21149300644739,"0","52","dt","cntl",NA,NA,NA,NA
0.870220098940112,0.748389829818326,7.22777770017392,"0","53","dt","drt",NA,NA,NA,NA
1.51302789213059,0.744996124211503,9.51659547884087,"0","54","dt","drt",NA,NA,NA,NA
1.5311307693223,0.557183212704,9.08539741748733,"0","55","dt","cntl",NA,NA,NA,NA
0.866596032073021,0.743215744118745,7.75615069865796,"0","56","dt","drt",NA,NA,NA,NA
0.706602671200329,0.349875978396687,6.78565375539973,"0","57","dt","cntl",NA,NA,NA,NA
1.35690505195206,0.159651567306,8.87951759205168,"0","58","dt","drt",NA,NA,NA,NA
1.12846902479788,0.424755346554,8.31658344373498,"0","59","dt","drt",NA,NA,NA,NA
0.840286745551745,0.465314929056,6.89353025148875,"0","6","dt","drt",NA,NA,NA,NA
0.898861425969345,0.373958285395362,6.90323745920956,"0","60","dt","cntl",NA,NA,NA,NA
1.47495741199966,0.363563980416,8.78778272503281,"0","61","dt","drt",NA,NA,NA,NA
0.99703492602448,0.453606728953004,8.23268092417809,"0","62","dt","drt",NA,NA,NA,NA
0.612937857008373,0.461879483906088,7.08379233784676,"0","63","dt","drt",NA,NA,NA,NA
0.666342873339783,0.407905324256944,7.24242731260529,"0","64","dt","cntl",NA,NA,NA,NA
1.38675296206942,0.45839166585,9.29175499985632,"0","7","dt","drt",NA,NA,NA,NA
0.746967053420935,0.725430289823854,7.47919794844346,"0","8","dt","cntl",NA,NA,NA,NA
1.2808192791148,0.235495131897501,7.67302124807589,"0","9","dt","drt",NA,NA,NA,NA
1.13964245986738,0.929485371529814,10.7966050157714,"0","1","fd","cntl",NA,NA,NA,NA
1.33667958660632,0.277380014740949,10.3090546873163,"0","10","fd","cntl",NA,NA,NA,NA
0.936216180106022,1.172591846376,10.1122892690175,"0","11","fd","drt",NA,NA,NA,NA
1.82860395576864,0.808052069523331,13.0241733853602,"0","12","fd","cntl",NA,NA,NA,NA
1.88313594393438,0.704491014696,12.2016350926376,"0","13","fd","cntl",NA,NA,NA,NA
1.21590994230622,1.05835255936806,10.9025666742597,"0","14","fd","drt",NA,NA,NA,NA
