"block","trt","species","prob","graminoid","seedrate.g.plot"
"45","fd 45","SPCR","0.047395","1","0.0111"
"45","fd 45","RACO","0.046456","0","0.0246"
"45","fd 45","POSE","0.045796","1","0.0429"
"45","fd 45","POPE","0.045323","0","0.0972"
"45","fd 45","ARLU","0.044894","0","0.0108"
"45","fd 45","THFI","0.043229","0","0.3708"
"45","fd 45","ELEL","0.039430","1","0.1575"
"45","r 45","GAAR","0.645093946","0","3.5484"
"45","r 45","ACMI","0.098121086","0","0.0504"
"45","r 45","THFI","0.079331942","0","0.6801"
"45","r 45","LIPU","0.041753653","0","0.2685"
"45","r 45","BOCU","0.025052192","1","0.1059"
"45","r 45","SCSC","0.022964509","1","0.0999"
"45","r 45","ARFR","0.018789144","0","0.0051"
"45","r 45","HECO","0.016701461","1","0.1320"
"45","r 45","DACA","0.016701461","0","0.0459"
"45","r 45","SPCR","0.014613779","1","0.0033"
"45","r 45","ASDR","0.006263048","0","0.0402"
"45","r 45","RACO","0.006263048","0","0.0033"
"45","r 45","ACHY","0.004175365","1","0.0180"
"45","r 45","ARLU","0.004175365","0","0.0009"
"45","r 45","ELEL","0.000000000","1","0.0000"
"46","ir 46","ARPU","0.260018","1","0.9051"
"46","ir 46","ACHY","0.215630","1","0.9366"
"46","ir 46","ACMI","0.108302","0","0.0558"
"46","ir 46","POSE","0.089288","1","0.0834"
"46","ir 46","LIPU","0.089195","0","0.5736"
"46","ir 46","BOGR","0.054222","1","0.0810"
"46","ir 46","HECO","0.032096","1","0.2538"
"46","ir 46","SPCR","0.028962","1","0.0066"
"46","ir 46","ARFR","0.025890","0","0.0072"
"46","ir 46","HEVI","0.022982","0","0.2538"
"46","ir 46","SPCO","0.022754","0","0.0498"
"46","ir 46","THFI","0.020173","0","0.1731"
"46","ir 46","MATA","0.018956","0","0.0474"
"46","ir 46","DACA","0.005992","0","0.0165"
"46","ir 46","GAAR","0.005539","0","0.0306"
"46","dt 46","ACHY","0.276708","1","1.2018"
"46","dt 46","BOGR","0.263822","1","0.3936"
"46","dt 46","PASM","0.114161","1","0.8535"
"46","dt 46","KOMA","0.098095","1","0.0489"
"46","dt 46","FEID","0.083342","1","0.1545"
"46","dt 46","SCSC","0.048902","1","0.2127"
"46","dt 46","ARLU","0.029945","0","0.0072"
"46","dt 46","MATA","0.026240","0","0.0657"
"46","dt 46","SPCO","0.015562","0","0.0342"
"46","dt 46","DACA","0.011770","0","0.0324"
"46","dt 46","LIPU","0.011694","0","0.0753"
"46","dt 46","HEVI","0.008783","0","0.0969"
"46","dt 46","ACMI","0.004662","0","0.0024"
"46","dt 46","RACO","0.003907","0","0.0021"
"46","dt 46","THFI","0.002408","0","0.0207"
"46","fd 46","ASDR","0.145697","0","0.9369"
"46","fd 46","KOMA","0.084134","1","0.0417"
"46","fd 46","LIPU","0.074626","0","0.4800"
"46","fd 46","BOGR","0.068393","1","0.1020"
"46","fd 46","FEID","0.068008","1","0.1260"
"46","fd 46","DACA","0.066184","0","0.1818"
"46","fd 46","POSE","0.062681","1","0.0585"
"46","fd 46","THFI","0.060547","0","0.5193"
"46","fd 46","RACO","0.059158","0","0.0315"
"46","fd 46","PASM","0.058820","1","0.4398"
"46","fd 46","POPE","0.057836","0","0.1239"
"46","fd 46","HEVI","0.056528","0","0.6243"
"46","fd 46","SPCR","0.053684","1","0.0123"
"46","fd 46","SPCO","0.045459","0","0.0999"
"46","fd 46","ARFR","0.038245","0","0.0108"
"46","r 46","RACO","0.27142857","0","0.1443"
"46","r 46","SCSC","0.25000000","1","1.0878"
"46","r 46","DACA","0.16428571","0","0.4509"
"46","r 46","HEVI","0.08571429","0","0.9465"
"46","r 46","SPCR","0.06428571","1","0.0150"
"46","r 46","GAAR","0.05000000","0","0.2751"
"46","r 46","ARPU","0.03571429","1","0.1242"
"46","r 46","LIPU","0.02857143","0","0.1836"
"46","r 46","POPE","0.02142857","0","0.0459"
"46","r 46","PASM","0.01428571","1","0.1068"
"46","r 46","MATA","0.01428571","0","0.0357"
"46","r 46","ACHY","0.00000000","1","0.0000"
"46","r 46","KOMA","0.00000000","1","0.0000"
"46","r 46","THFI","0.00000000","0","0.0000"
"46","r 46","ACMI","0.00000000","0","0.0000"
"47","ir 47","POSE","0.481595","1","0.4500"
"47","ir 47","ARPU","0.301172","1","1.0485"
"47","ir 47","ARLU","0.060581","0","0.0144"
"47","ir 47","THFI","0.050080","0","0.4293"
"47","ir 47","RACO","0.033627","0","0.0180"
"47","ir 47","BOGR","0.024384","1","0.0363"
"47","ir 47","ARFR","0.014054","0","0.0039"
"47","ir 47","HEVI","0.012593","0","0.1392"
"47","ir 47","SPCR","0.008742","1","0.0021"
"47","ir 47","FEID","0.004955","1","0.0093"
"47","ir 47","PASM","0.003566","1","0.0267"
"47","ir 47","MATA","0.003352","0","0.0084"
"47","ir 47","GAAR","0.000644","0","0.0036"
"47","ir 47","DACA","0.000505","0","0.0015"
"47","ir 47","ASDR","0.000149","0","0.0009"
"47","dt 47","BOGR","0.306851","1","0.4578"
"47","dt 47","FEID","0.300201","1","0.5559"
"47","dt 47","SPCR","0.231241","1","0.0534"
"47","dt 47","KOMA","0.077341","1","0.0384"
"47","dt 47","PASM","0.032225","1","0.2409"
"47","dt 47","POSE","0.027573","1","0.0258"
"47","dt 47","POPE","0.008929","0","0.0192"
"47","dt 47","DACA","0.007715","0","0.0213"
"47","dt 47","ARLU","0.004705","0","0.0012"
"47","dt 47","ARFR","0.002479","0","0.0006"
"47","dt 47","RACO","0.000372","0","0.0003"
"47","dt 47","THFI","0.000181","0","0.0015"
"47","dt 47","ASDR","0.000086","0","0.0006"
"47","dt 47","LIPU","0.000057","0","0.0003"
"47","dt 47","HEVI","0.000045","0","0.0006"
"47","fd 47","GAAR","0.135227","0","0.7437"
"47","fd 47","ACHY","0.125392","1","0.5445"
"47","fd 47","ASDR","0.112403","0","0.7230"
"47","fd 47","SCSC","0.072563","1","0.3159"
"47","fd 47","ARPU","0.066544","1","0.2316"
"47","fd 47","HECO","0.066008","1","0.5220"
"47","fd 47","ACMI","0.056491","0","0.0291"
"47","fd 47","LIPU","0.053736","0","0.3456"
"47","fd 47","PASM","0.049161","1","0.3675"
"47","fd 47","HEVI","0.048467","0","0.5352"
"47","fd 47","MATA","0.046834","0","0.1173"
"47","fd 47","THFI","0.044702","0","0.3834"
"47","fd 47","POSE","0.043234","1","0.0405"
"47","fd 47","ARLU","0.039798","0","0.0096"
"47","fd 47","SPCO","0.039440","0","0.0867"
"47","r 47","THFI","0.437837838","0","3.7542"
"47","r 47","POPE","0.167567568","0","0.3591"
"47","r 47","HEVI","0.081081081","0","0.8955"
"47","r 47","ELEL","0.075675676","1","0.3024"
"47","r 47","LIPU","0.070270270","0","0.4518"
"47","r 47","ACMI","0.037837838","0","0.0195"
"47","r 47","POSE","0.021621622","1","0.0201"
"47","r 47","ARFR","0.021621622","0","0.0060"
"47","r 47","ASDR","0.021621622","0","0.1389"
"47","r 47","KOMA","0.016216216","1","0.0081"
"47","r 47","SPCO","0.016216216","0","0.0357"
"47","r 47","FEID","0.010810811","1","0.0201"
"47","r 47","HECO","0.010810811","1","0.0855"
"47","r 47","ACHY","0.005405405","1","0.0234"
"47","r 47","GAAR","0.005405405","0","0.0297"
"48","ir 48","ACMI","0.177690","0","0.0915"
"48","ir 48","BOCU","0.162442","1","0.6876"
"48","ir 48","SCSC","0.142375","1","0.6195"
"48","ir 48","ARPU","0.078337","1","0.2727"
"48","ir 48","POPE","0.070827","0","0.1518"
"48","ir 48","ARLU","0.062883","0","0.0150"
"48","ir 48","ELEL","0.057940","1","0.2316"
"48","ir 48","THFI","0.055982","0","0.4800"
"48","ir 48","RACO","0.052055","0","0.0276"
"48","ir 48","HEVI","0.035672","0","0.3939"
"48","ir 48","PASM","0.030708","1","0.2295"
"48","ir 48","MATA","0.023830","0","0.0597"
"48","ir 48","HECO","0.023351","1","0.1848"
"48","ir 48","DACA","0.014503","0","0.0399"
"48","ir 48","ASDR","0.011404","0","0.0732"
"48","dt 48","BOCU","0.283379","1","1.1994"
"48","dt 48","HECO","0.174430","1","1.3797"
"48","dt 48","BOGR","0.127649","1","0.1905"
"48","dt 48","SPCR","0.090291","1","0.0210"
"48","dt 48","FEID","0.079751","1","0.1476"
"48","dt 48","ELEL","0.043063","1","0.1722"
"48","dt 48","MATA","0.042704","0","0.1068"
"48","dt 48","POPE","0.034069","0","0.0729"
"48","dt 48","ARLU","0.031357","0","0.0075"
"48","dt 48","ARFR","0.030783","0","0.0087"
"48","dt 48","ASDR","0.024185","0","0.1554"
"48","dt 48","ACMI","0.012126","0","0.0063"
"48","dt 48","HEVI","0.011762","0","0.1299"
"48","dt 48","THFI","0.007429","0","0.0636"
"48","dt 48","GAAR","0.007021","0","0.0387"
"48","fd 48","GAAR","0.175035","0","0.9627"
"48","fd 48","ACHY","0.130346","1","0.5661"
"48","fd 48","ARPU","0.078135","1","0.2721"
"48","fd 48","HEVI","0.064315","0","0.7104"
"48","fd 48","KOMA","0.061100","1","0.0303"
"48","fd 48","DACA","0.059810","0","0.1641"
"48","fd 48","FEID","0.055898","1","0.1035"
"48","fd 48","MATA","0.054127","0","0.1353"
"48","fd 48","SPCO","0.052912","0","0.1161"
"48","fd 48","RACO","0.051252","0","0.0273"
"48","fd 48","THFI","0.047241","0","0.4050"
"48","fd 48","POSE","0.044059","1","0.0411"
"48","fd 48","POPE","0.043697","0","0.0936"
"48","fd 48","ELEL","0.041251","1","0.1650"
"48","fd 48","ARFR","0.040822","0","0.0114"
"48","r 48","POPE","0.405405405","0","0.8691"
"48","r 48","POSE","0.181467181","1","0.1695"
"48","r 48","SPCO","0.138996139","0","0.3051"
"48","r 48","DACA","0.100386100","0","0.2754"
"48","r 48","ARFR","0.088803089","0","0.0246"
"48","r 48","SCSC","0.027027027","1","0.1176"
"48","r 48","GAAR","0.027027027","0","0.1488"
"48","r 48","FEID","0.023166023","1","0.0429"
"48","r 48","LIPU","0.007722008","0","0.0498"
"48","r 48","KOMA","0.000000000","1","0.0000"
"48","r 48","PASM","0.000000000","1","0.0000"
"48","r 48","BOGR","0.000000000","1","0.0000"
"48","r 48","ASDR","0.000000000","0","0.0000"
"48","r 48","ACMI","0.000000000","0","0.0000"
"48","r 48","HEVI","0.000000000","0","0.0000"
"49","ir 49","SCSC","0.194204","1","0.8451"
"49","ir 49","ACMI","0.144477","0","0.0744"
"49","ir 49","KOMA","0.099827","1","0.0495"
"49","ir 49","ARPU","0.099556","1","0.3465"
"49","ir 49","POSE","0.095915","1","0.0897"
"49","ir 49","POPE","0.067117","0","0.1440"
"49","ir 49","ARLU","0.061827","0","0.0147"
"49","ir 49","LIPU","0.061129","0","0.3930"
"49","ir 49","BOGR","0.038858","1","0.0579"
"49","ir 49","SPCO","0.034047","0","0.0747"
"49","ir 49","RACO","0.033141","0","0.0177"
"49","ir 49","HEVI","0.028271","0","0.3123"
"49","ir 49","SPCR","0.026481","1","0.0060"
"49","ir 49","GAAR","0.009934","0","0.0546"
"49","ir 49","ASDR","0.005217","0","0.0336"
"49","dt 49","ACHY","0.297603","1","1.2924"
"49","dt 49","SPCR","0.236080","1","0.0546"
"49","dt 49","PASM","0.165195","1","1.2351"
"49","dt 49","KOMA","0.163976","1","0.0816"
"49","dt 49","ELEL","0.057756","1","0.2310"
"49","dt 49","ARFR","0.030368","0","0.0084"
"49","dt 49","FEID","0.026690","1","0.0495"
"49","dt 49","SPCO","0.006876","0","0.0150"
"49","dt 49","POPE","0.005962","0","0.0129"
"49","dt 49","HEVI","0.004291","0","0.0474"
"49","dt 49","MATA","0.002480","0","0.0063"
"49","dt 49","ASDR","0.001884","0","0.0120"
"49","dt 49","ACMI","0.000470","0","0.0003"
"49","dt 49","RACO","0.000295","0","0.0003"
"49","dt 49","THFI","0.000075","0","0.0006"
"49","fd 49","BOCU","0.157945","1","0.6687"
"49","fd 49","GAAR","0.132423","0","0.7284"
"49","fd 49","ASDR","0.109132","0","0.7017"
"49","fd 49","ARPU","0.070603","1","0.2457"
"49","fd 49","ACMI","0.059744","0","0.0306"
"49","fd 49","LIPU","0.056072","0","0.3606"
"49","fd 49","DACA","0.051619","0","0.1416"
"49","fd 49","PASM","0.049982","1","0.3738"
"49","fd 49","FEID","0.049864","1","0.0924"
"49","fd 49","HEVI","0.048273","0","0.5331"
"49","fd 49","POSE","0.046804","1","0.0438"
"49","fd 49","MATA","0.045524","0","0.1140"
"49","fd 49","THFI","0.044443","0","0.3810"
"49","fd 49","SPCO","0.039468","0","0.0867"
"49","fd 49","ELEL","0.038104","1","0.1524"
"49","r 49","GAAR","0.391304348","0","2.1525"
"49","r 49","MATA","0.133152174","0","0.3330"
"49","r 49","SPCR","0.119565217","1","0.0276"
"49","r 49","ARFR","0.105978261","0","0.0294"
"49","r 49","ARLU","0.054347826","0","0.0129"
"49","r 49","THFI","0.048913043","0","0.4194"
"49","r 49","RACO","0.035326087","0","0.0189"
"49","r 49","POPE","0.027173913","0","0.0582"
"49","r 49","KOMA","0.021739130","1","0.0108"
"49","r 49","SCSC","0.021739130","1","0.0945"
"49","r 49","POSE","0.013586957","1","0.0126"
"49","r 49","ASDR","0.013586957","0","0.0873"
"49","r 49","HECO","0.010869565","1","0.0861"
"49","r 49","ARPU","0.002717391","1","0.0096"
"49","r 49","ACMI","0.000000000","0","0.0000"
"50","ir 50","BOCU","0.244660","1","1.0356"
"50","ir 50","ACHY","0.130393","1","0.5664"
"50","ir 50","ARLU","0.100336","0","0.0240"
"50","ir 50","ACMI","0.090012","0","0.0462"
"50","ir 50","LIPU","0.077831","0","0.5004"
"50","ir 50","POSE","0.075296","1","0.0705"
"50","ir 50","HECO","0.038892","1","0.3075"
"50","ir 50","SPCR","0.036900","1","0.0084"
"50","ir 50","ARFR","0.034653","0","0.0096"
"50","ir 50","SPCO","0.033885","0","0.0744"
"50","ir 50","HEVI","0.032230","0","0.3558"
"50","ir 50","THFI","0.030214","0","0.2592"
"50","ir 50","MATA","0.028344","0","0.0708"
"50","ir 50","FEID","0.025195","1","0.0468"
"50","ir 50","RACO","0.021159","0","0.0111"
"50","dt 50","BOCU","0.316125","1","1.3380"
"50","dt 50","HECO","0.225123","1","1.7808"
"50","dt 50","ARPU","0.111553","1","0.3882"
"50","dt 50","PASM","0.064319","1","0.4809"
"50","dt 50","SCSC","0.056104","1","0.2442"
"50","dt 50","DACA","0.045125","0","0.1239"
"50","dt 50","POPE","0.034467","0","0.0738"
"50","dt 50","ELEL","0.032262","1","0.1290"
"50","dt 50","ARLU","0.031569","0","0.0075"
"50","dt 50","GAAR","0.019841","0","0.1092"
"50","dt 50","ARFR","0.019370","0","0.0054"
"50","dt 50","RACO","0.014220","0","0.0075"
"50","dt 50","ACMI","0.013266","0","0.0069"
"50","dt 50","SPCO","0.012029","0","0.0264"
"50","dt 50","HEVI","0.004627","0","0.0510"
"50","fd 50","GAAR","0.184960","0","1.0173"
"50","fd 50","BOCU","0.136584","1","0.5781"
"50","fd 50","DACA","0.069142","0","0.1899"
"50","fd 50","SCSC","0.064287","1","0.2796"
"50","fd 50","LIPU","0.063582","0","0.4089"
"50","fd 50","ARPU","0.061860","1","0.2154"
"50","fd 50","HEVI","0.055590","0","0.6138"
"50","fd 50","BOGR","0.055102","1","0.0822"
"50","fd 50","THFI","0.054160","0","0.4644"
"50","fd 50","SPCO","0.049831","0","0.1095"
"50","fd 50","ARLU","0.044832","0","0.0108"
"50","fd 50","POSE","0.044301","1","0.0414"
"50","fd 50","POPE","0.041977","0","0.0900"
"50","fd 50","ARFR","0.037928","0","0.0105"
"50","fd 50","ELEL","0.035866","1","0.1434"
"50","r 50","THFI","0.474603175","0","4.0695"
"50","r 50","ARFR","0.195238095","0","0.0543"
"50","r 50","BOCU","0.128571429","1","0.5442"
"50","r 50","HECO","0.080952381","1","0.6402"
"50","r 50","PASM","0.057142857","1","0.4272"
"50","r 50","ACMI","0.020634921","0","0.0105"
"50","r 50","GAAR","0.012698413","0","0.0699"
"50","r 50","ASDR","0.007936508","0","0.0510"
"50","r 50","LIPU","0.006349206","0","0.0408"
"50","r 50","FEID","0.004761905","1","0.0087"
"50","r 50","DACA","0.004761905","0","0.0132"
"50","r 50","BOGR","0.003174603","1","0.0048"
"50","r 50","ACHY","0.001587302","1","0.0069"
"50","r 50","MATA","0.001587302","0","0.0039"
"50","r 50","RACO","0.000000000","0","0.0000"
"51","ir 51","BOCU","0.264768","1","1.1208"
"51","ir 51","ACMI","0.154286","0","0.0795"
"51","ir 51","ARPU","0.118430","1","0.4122"
"51","ir 51","POSE","0.104082","1","0.0972"
"51","ir 51","ARLU","0.075533","0","0.0180"
"51","ir 51","THFI","0.043260","0","0.3708"
"51","ir 51","SPCO","0.038350","0","0.0843"
"51","ir 51","RACO","0.034454","0","0.0183"
"51","ir 51","ARFR","0.033778","0","0.0093"
"51","ir 51","HEVI","0.032022","0","0.3537"
"51","ir 51","SPCR","0.030902","1","0.0072"
"51","ir 51","PASM","0.024413","1","0.1824"
"51","ir 51","FEID","0.023404","1","0.0432"
"51","ir 51","GAAR","0.011376","0","0.0627"
"51","ir 51","DACA","0.010942","0","0.0300"
"51","dt 51","HECO","0.248854","1","1.9683"
"51","dt 51","ACHY","0.204076","1","0.8862"
"51","dt 51","KOMA","0.150410","1","0.0747"
"51","dt 51","SPCR","0.134294","1","0.0312"
"51","dt 51","PASM","0.102332","1","0.7650"
"51","dt 51","FEID","0.036209","1","0.0672"
"51","dt 51","ARLU","0.024925","0","0.0060"
"51","dt 51","SPCO","0.019956","0","0.0438"
"51","dt 51","LIPU","0.019336","0","0.1242"
"51","dt 51","HEVI","0.016538","0","0.1827"
"51","dt 51","ASDR","0.016051","0","0.1032"
"51","dt 51","MATA","0.012458","0","0.0312"
"51","dt 51","DACA","0.007969","0","0.0219"
"51","dt 51","ACMI","0.006078","0","0.0030"
"51","dt 51","GAAR","0.000512","0","0.0027"
"51","fd 51","GAAR","0.143740","0","0.7905"
"51","fd 51","BOCU","0.126846","1","0.5370"
"51","fd 51","ASDR","0.119294","0","0.7671"
"51","fd 51","ACHY","0.104154","1","0.4524"
"51","fd 51","LIPU","0.061462","0","0.3954"
"51","fd 51","PASM","0.055148","1","0.4122"
"51","fd 51","DACA","0.054564","0","0.1497"
"51","fd 51","KOMA","0.050769","1","0.0252"
"51","fd 51","RACO","0.045809","0","0.0243"
"51","fd 51","ARLU","0.044678","0","0.0108"
"51","fd 51","THFI","0.043115","0","0.3696"
"51","fd 51","POSE","0.039474","1","0.0369"
"51","fd 51","POPE","0.038726","0","0.0831"
"51","fd 51","ELEL","0.036670","1","0.1467"
"51","fd 51","ARFR","0.035552","0","0.0099"
"51","r 51","POSE","0.338888889","1","0.3168"
"51","r 51","RACO","0.316666667","0","0.1683"
"51","r 51","HEVI","0.094444444","0","1.0431"
"51","r 51","LIPU","0.055555556","0","0.3573"
"51","r 51","KOMA","0.038888889","1","0.0192"
"51","r 51","ASDR","0.033333333","0","0.2145"
"51","r 51","ACMI","0.027777778","0","0.0144"
"51","r 51","DACA","0.027777778","0","0.0762"
"51","r 51","BOCU","0.022222222","1","0.0942"
"51","r 51","SCSC","0.016666667","1","0.0726"
"51","r 51","POPE","0.011111111","0","0.0237"
"51","r 51","ARPU","0.005555556","1","0.0192"
"51","r 51","MATA","0.005555556","0","0.0138"
"51","r 51","SPCO","0.005555556","0","0.0123"
"51","r 51","BOGR","0.000000000","1","0.0000"
"52","ir 52","BOGR","0.563368","1","0.8406"
"52","ir 52","ACHY","0.425361","1","1.8474"
"52","ir 52","LIPU","0.011154","0","0.0717"
"52","ir 52","POPE","0.000111","0","0.0003"
"52","ir 52","POSE","0.000004","1","0.0000"
"52","ir 52","SPCR","0.000001","1","0.0000"
"52","ir 52","FEID","0.000000","1","0.0000"
"52","ir 52","PASM","0.000000","1","0.0000"
"52","ir 52","SPCO","0.000000","0","0.0000"
"52","ir 52","GAAR","0.000000","0","0.0000"
"52","ir 52","RACO","0.000000","0","0.0000"
"52","ir 52","DACA","0.000000","0","0.0000"
"52","ir 52","HEVI","0.000000","0","0.0000"
"52","ir 52","ARFR","0.000000","0","0.0000"
"52","ir 52","ASDR","0.000000","0","0.0000"
"52","dt 52","HECO","0.241773","1","1.9125"
"52","dt 52","ACHY","0.233222","1","1.0128"
"52","dt 52","SPCR","0.119329","1","0.0276"
"52","dt 52","KOMA","0.102612","1","0.0510"
"52","dt 52","PASM","0.094183","1","0.7041"
"52","dt 52","SCSC","0.056055","1","0.2439"
"52","dt 52","ARFR","0.035733","0","0.0099"
"52","dt 52","ARLU","0.029245","0","0.0069"
"52","dt 52","POPE","0.027470","0","0.0588"
"52","dt 52","SPCO","0.018308","0","0.0402"
"52","dt 52","LIPU","0.015480","0","0.0996"
"52","dt 52","HEVI","0.011934","0","0.1317"
"52","dt 52","ACMI","0.008308","0","0.0042"
"52","dt 52","THFI","0.004058","0","0.0348"
"52","dt 52","GAAR","0.002289","0","0.0126"
"52","fd 52","ASDR","0.154612","0","0.9942"
"52","fd 52","BOCU","0.136537","1","0.5778"
"52","fd 52","HECO","0.075299","1","0.5955"
"52","fd 52","SCSC","0.067131","1","0.2922"
"52","fd 52","DACA","0.066834","0","0.1833"
"52","fd 52","LIPU","0.063234","0","0.4068"
"52","fd 52","ARPU","0.063209","1","0.2199"
"52","fd 52","ACMI","0.059681","0","0.0306"
"52","fd 52","RACO","0.052418","0","0.0279"
"52","fd 52","THFI","0.051872","0","0.4449"
"52","fd 52","HEVI","0.051149","0","0.5649"
"52","fd 52","SPCO","0.044022","0","0.0966"
"52","fd 52","POSE","0.042763","1","0.0399"
"52","fd 52","ELEL","0.035965","1","0.1437"
"52","fd 52","ARFR","0.035273","0","0.0099"
"52","r 52","ARFR","0.263610315","0","0.0735"
"52","r 52","SPCR","0.203438395","1","0.0471"
"52","r 52","ACMI","0.123209169","0","0.0633"
"52","r 52","POPE","0.117478510","0","0.2517"
"52","r 52","GAAR","0.060171920","0","0.3309"
"52","r 52","SCSC","0.051575931","1","0.2244"
"52","r 52","ACHY","0.048710602","1","0.2115"
"52","r 52","ELEL","0.034383954","1","0.1374"
"52","r 52","THFI","0.028653295","0","0.2457"
"52","r 52","SPCO","0.028653295","0","0.0630"
"52","r 52","KOMA","0.014326648","1","0.0072"
"52","r 52","LIPU","0.014326648","0","0.0921"
"52","r 52","HECO","0.008595989","1","0.0681"
"52","r 52","MATA","0.002865330","0","0.0072"
"52","r 52","HEVI","0.000000000","0","0.0000"
"53","ir 53","SCSC","0.255407","1","1.1115"
"53","ir 53","ACMI","0.164988","0","0.0849"
"53","ir 53","ARPU","0.116275","1","0.4047"
"53","ir 53","POSE","0.114433","1","0.1071"
"53","ir 53","ARLU","0.059035","0","0.0141"
"53","ir 53","LIPU","0.058943","0","0.3792"
"53","ir 53","THFI","0.042355","0","0.3633"
"53","ir 53","RACO","0.033762","0","0.0180"
"53","ir 53","SPCO","0.030252","0","0.0663"
"53","ir 53","ARFR","0.028879","0","0.0081"
"53","ir 53","HEVI","0.027314","0","0.3018"
"53","ir 53","SPCR","0.025093","1","0.0057"
"53","ir 53","HECO","0.019092","1","0.1509"
"53","ir 53","PASM","0.016637","1","0.1245"
"53","ir 53","DACA","0.007537","0","0.0207"
"53","dt 53","ACHY","0.285636","1","1.2405"
"53","dt 53","BOGR","0.250729","1","0.3741"
"53","dt 53","PASM","0.113497","1","0.8487"
"53","dt 53","KOMA","0.095476","1","0.0474"
"53","dt 53","FEID","0.091535","1","0.1695"
"53","dt 53","SCSC","0.050039","1","0.2178"
"53","dt 53","ARFR","0.033693","0","0.0093"
"53","dt 53","MATA","0.029869","0","0.0747"
"53","dt 53","SPCO","0.015824","0","0.0348"
"53","dt 53","LIPU","0.011632","0","0.0747"
"53","dt 53","HEVI","0.008682","0","0.0960"
"53","dt 53","ACMI","0.005114","0","0.0027"
"53","dt 53","RACO","0.004376","0","0.0024"
"53","dt 53","THFI","0.002773","0","0.0237"
"53","dt 53","GAAR","0.001123","0","0.0063"
"53","fd 53","GAAR","0.138931","0","0.7641"
"53","fd 53","ACHY","0.134946","1","0.5862"
"53","fd 53","ASDR","0.117493","0","0.7557"
"53","fd 53","SCSC","0.086397","1","0.3759"
"53","fd 53","ACMI","0.061661","0","0.0318"
"53","fd 53","PASM","0.053732","1","0.4017"
"53","fd 53","DACA","0.050548","0","0.1386"
"53","fd 53","FEID","0.048059","1","0.0891"
"53","fd 53","SPCR","0.047413","1","0.0111"
"53","fd 53","MATA","0.046040","0","0.1152"
"53","fd 53","POPE","0.045711","0","0.0981"
"53","fd 53","THFI","0.044567","0","0.3822"
"53","fd 53","SPCO","0.044526","0","0.0978"
"53","fd 53","ELEL","0.041739","1","0.1668"
"53","fd 53","ARFR","0.038237","0","0.0108"
"53","r 53","ASDR","0.628975265","0","4.0449"
"53","r 53","ARFR","0.194346290","0","0.0543"
"53","r 53","PASM","0.070671378","1","0.5283"
"53","r 53","MATA","0.035335689","0","0.0885"
"53","r 53","HECO","0.021201413","1","0.1677"
"53","r 53","POPE","0.017667845","0","0.0378"
"53","r 53","RACO","0.014134276","0","0.0075"
"53","r 53","ELEL","0.010600707","1","0.0423"
"53","r 53","KOMA","0.003533569","1","0.0018"
"53","r 53","ACHY","0.003533569","1","0.0153"
"53","r 53","SPCR","0.000000000","1","0.0000"
"53","r 53","THFI","0.000000000","0","0.0000"
"53","r 53","HEVI","0.000000000","0","0.0000"
"53","r 53","GAAR","0.000000000","0","0.0000"
"53","r 53","ARLU","0.000000000","0","0.0000"
"54","ir 54","SCSC","0.221695","1","0.9648"
"54","ir 54","ARPU","0.140502","1","0.4890"
"54","ir 54","ACMI","0.133484","0","0.0687"
"54","ir 54","KOMA","0.099620","1","0.0495"
"54","ir 54","POSE","0.083402","1","0.0780"
"54","ir 54","POPE","0.068774","0","0.1473"
"54","ir 54","SPCO","0.044989","0","0.0987"
"54","ir 54","SPCR","0.035941","1","0.0084"
"54","ir 54","HECO","0.035818","1","0.2832"
"54","ir 54","THFI","0.033390","0","0.2862"
"54","ir 54","HEVI","0.032654","0","0.3606"
"54","ir 54","MATA","0.027118","0","0.0678"
"54","ir 54","RACO","0.024036","0","0.0129"
"54","ir 54","DACA","0.013246","0","0.0363"
"54","ir 54","ASDR","0.005330","0","0.0342"
"54","dt 54","BOCU","0.247603","1","1.0482"
"54","dt 54","HECO","0.204183","1","1.6152"
"54","dt 54","ACHY","0.130930","1","0.5685"
"54","dt 54","PASM","0.093769","1","0.7011"
"54","dt 54","KOMA","0.092645","1","0.0462"
"54","dt 54","FEID","0.046166","1","0.0855"
"54","dt 54","ARFR","0.043073","0","0.0120"
"54","dt 54","POPE","0.023168","0","0.0498"
"54","dt 54","ASDR","0.022597","0","0.1452"
"54","dt 54","SPCO","0.022232","0","0.0489"
"54","dt 54","LIPU","0.021355","0","0.1374"
"54","dt 54","MATA","0.020073","0","0.0501"
"54","dt 54","HEVI","0.017671","0","0.1953"
"54","dt 54","ACMI","0.007913","0","0.0042"
"54","dt 54","RACO","0.006621","0","0.0036"
"54","fd 54","GAAR","0.179175","0","0.9855"
"54","fd 54","BOCU","0.141275","1","0.5979"
"54","fd 54","ARPU","0.069596","1","0.2424"
"54","fd 54","ACMI","0.060692","0","0.0312"
"54","fd 54","DACA","0.058541","0","0.1608"
"54","fd 54","KOMA","0.055709","1","0.0276"
"54","fd 54","SPCO","0.054744","0","0.1203"
"54","fd 54","FEID","0.054675","1","0.1014"
"54","fd 54","MATA","0.053802","0","0.1347"
"54","fd 54","RACO","0.050992","0","0.0270"
"54","fd 54","SPCR","0.048244","1","0.0111"
"54","fd 54","THFI","0.046822","0","0.4014"
"54","fd 54","ARFR","0.042661","0","0.0120"
