"","trt.b.y","dist"
"235","ir.36.2022",0.514839685771793
"236","ir.37.2022",0.561152323241007
"237","ir.38.2022",0.382278313523357
"238","ir.39.2022",0.349466178248974
"239","ir.4.2022",0.276171714478772
"240","ir.40.2022",0.16653838729876
"241","ir.41.2022",0.15390180017563
"242","ir.42.2022",0.429390162387893
"243","ir.43.2022",0.156798781851051
"244","ir.44.2022",0.235982440712662
"245","ir.45.2022",0.232280639038848
"246","ir.46.2022",0.452440887241462
"247","ir.48.2022",0.358089160790755
"248","ir.49.2022",0.683729646930903
"249","ir.5.2022",0.227186560365413
"250","ir.51.2022",0.485274961062194
"251","ir.52.2022",0.799656337790012
"252","ir.6.2022",0.0707888968588416
"253","ir.7.2022",0.264955023564314
"254","ir.8.2022",0.866805599538887
"255","ir.9.2022",0.529068587239411
"256","ir.1.2023",0.435482091330392
"257","ir.10.2023",0.0825922096040867
"258","ir.11.2023",0.505901913585245
"259","ir.12.2023",0.407078973351172
"260","ir.13.2023",0.419483483645251
"261","ir.14.2023",0.54553833626823
"262","ir.15.2023",0.348488950443322
"263","ir.16.2023",0.101616424987214
"264","ir.17.2023",0.461622249163599
"265","ir.18.2023",0.224054481808582
"266","ir.19.2023",0.136218760962113
"267","ir.20.2023",0.429248970200395
"268","ir.21.2023",0.118866637830403
"269","ir.22.2023",0.712858444078462
"270","ir.23.2023",0.306402364613225
"271","ir.24.2023",0.891010112612545
"272","ir.25.2023",0.995374079866014
"273","ir.26.2023",0.390487074971703
"274","ir.27.2023",0.927043827520718
"275","ir.28.2023",0.675070404682121
"276","ir.29.2023",0.633169883348015
"277","ir.3.2023",0.529038718205851
"278","ir.30.2023",0.608911182213296
"279","ir.31.2023",1
"280","ir.32.2023",0.209563179091629
"281","ir.33.2023",0.754582716753934
"282","ir.34.2023",0.384728702209977
"283","ir.35.2023",0.625832881123796
"284","ir.36.2023",0.66692940361749
"285","ir.37.2023",0.574596120983414
"286","ir.38.2023",0.343146397477234
"287","ir.39.2023",0.47146552814272
"288","ir.4.2023",0.447565165162412
"289","ir.40.2023",0.155312571987711
"290","ir.41.2023",0.293611119633157
"291","ir.42.2023",0.39578239318365
"292","ir.43.2023",0.187299797959404
"293","ir.44.2023",0.383995226184525
"294","ir.45.2023",0.353780430413708
"295","ir.46.2023",0.243048557134732
"296","ir.47.2023",0.932271957035607
"297","ir.48.2023",0.918925792225282
"298","ir.49.2023",0.727651007638288
"299","ir.5.2023",0.103713001620566
"300","ir.51.2023",0.967540378532235
"301","ir.52.2023",0.410186353010538
"302","ir.6.2023",0.0870380767912706
"303","ir.7.2023",0.099712588740491
"304","ir.8.2023",0.646131883381329
"305","ir.9.2023",0.59330171725773
"306","target",0
"307","fd.1.2021",0.68923918757693
"308","fd.10.2021",0.617697979278698
"309","fd.11.2021",0.675350753765988
"310","fd.13.2021",0.530828208651825
"311","fd.14.2021",0.320607112132847
"312","fd.15.2021",0.796010095342157
"313","fd.16.2021",0.646576695508006
"314","fd.17.2021",0.53347255327294
"315","fd.18.2021",0.702461918142826
"316","fd.19.2021",0.662786372539476
"317","fd.2.2021",0.673267799363048
"318","fd.20.2021",0.639632755767223
"319","fd.21.2021",0.682613832853251
"320","fd.22.2021",0.427179195869919
"321","fd.23.2021",0.0679658271365253
"322","fd.24.2021",0.294865430853813
"323","fd.25.2021",0.78298592798342
"324","fd.26.2021",0.722410287747894
"325","fd.27.2021",0.76799901101321
"326","fd.28.2021",0.142369083726427
"327","fd.29.2021",0.199064890735552
"328","fd.3.2021",0.677106101222836
"329","fd.30.2021",0.350079154748071
"330","fd.31.2021",0.538486180599937
"331","fd.32.2021",0.503301577557357
"332","fd.33.2021",0.568313781699968
"333","fd.34.2021",0.558131967775555
"334","fd.35.2021",0.328093154099727
"335","fd.37.2021",0.564379064874308
"336","fd.38.2021",0.713706079475426
"337","fd.39.2021",0.765053814873043
"338","fd.4.2021",0.581769719193123
"339","fd.40.2021",0.465758519939436
"340","fd.41.2021",0.511901220412141
"341","fd.42.2021",0.302200351554561
"342","fd.43.2021",0.665226427666798
"343","fd.44.2021",0.686791936123158
"344","fd.45.2021",0.304870272790549
"345","fd.46.2021",0.668857048596945
"346","fd.47.2021",0.750038208316122
"347","fd.48.2021",0.673776927903858
"348","fd.49.2021",0.672971760017633
"349","fd.5.2021",0.713542427850096
"350","fd.51.2021",0.560533859443821
"351","fd.52.2021",0.249090016660977
"352","fd.53.2021",0.0518726181640988
"353","fd.6.2021",0.614125694747431
"354","fd.7.2021",0.449338875135135
"355","fd.8.2021",0.699815650135001
"356","fd.9.2021",0.364536735333581
"357","target...51",0
"358","fd.1.2022",0.412862341462801
"359","fd.10.2022",0.500716735776587
"360","fd.11.2022",0.685654645752217
"361","fd.13.2022",0.347640770366146
"362","fd.14.2022",0.673812443290823
"363","fd.15.2022",0.554003458445812
"364","fd.16.2022",0.677539052720096
"365","fd.17.2022",0.519009309064731
"366","fd.18.2022",0.6763790617096
"367","fd.19.2022",0.690124722302884
"368","fd.2.2022",0.733862502928536
"369","fd.20.2022",0.722984559724653
"370","fd.21.2022",0.550397309825847
"371","fd.22.2022",0.259176766413106
"372","fd.23.2022",0.494002479612448
"373","fd.24.2022",0.319089182762643
"374","fd.25.2022",0.567169041300705
"375","fd.26.2022",0.0888546699756402
"376","fd.27.2022",0.395184068801231
"377","fd.28.2022",0.513606459084577
"378","fd.29.2022",0.647827719292876
"379","fd.3.2022",0.838251238964128
"380","fd.30.2022",0.665050079885164
"381","fd.31.2022",0.587735201462222
"382","fd.32.2022",0.553434143628209
"383","fd.33.2022",0.55811972849052
"384","fd.34.2022",0.524443532585882
"385","fd.35.2022",0.555092428867173
"386","fd.37.2022",0.750370938802911
"387","fd.38.2022",0.698867655502951
"388","fd.39.2022",0.668737205967517
"389","fd.4.2022",0.594067014453648
"390","fd.40.2022",0.575627889308491
"391","fd.41.2022",0.562125263260868
"392","fd.42.2022",0.166232961959565
"393","fd.43.2022",0.79588509043482
"394","fd.44.2022",0.824938479765768
"395","fd.45.2022",0.852082587644343
"396","fd.46.2022",0.696087171374806
"397","fd.47.2022",0.821159927316044
"398","fd.48.2022",0.812299570030242
"399","fd.49.2022",0.675782479369987
"400","fd.5.2022",0.615281868289669
"401","fd.51.2022",0.374826088120851
"402","fd.52.2022",0.603969331858034
"403","fd.53.2022",0.187835507761989
"404","fd.6.2022",0.441467534889371
"405","fd.7.2022",0.41822443735169
"406","fd.8.2022",0.670071734053333
"407","fd.9.2022",0.607213918608963
"408","target...102",0
"409","fd.1.2023",0.698061239169626
"410","fd.10.2023",0.709912730189322
"411","fd.11.2023",0.734953458729714
"412","fd.13.2023",0.97920619885228
"413","fd.14.2023",0.97920619885228
"414","fd.15.2023",0.52723212816354
"415","fd.16.2023",0.782256261892616
"416","fd.17.2023",0.544914060990991
"417","fd.18.2023",0.740058584124983
"418","fd.19.2023",0.725851393121983
"419","fd.2.2023",0.842189628607203
"420","fd.20.2023",0.727301412095163
"421","fd.21.2023",0.691721335073782
"422","fd.22.2023",0.384040276921875
"423","fd.23.2023",0.325449237028806
"424","fd.24.2023",0.366307695312014
"425","fd.25.2023",0.683395802994371
"426","fd.26.2023",0.530942547579212
"427","fd.27.2023",0.591676398961951
"428","fd.28.2023",0.391884903990936
"429","fd.29.2023",0.918216936407289
"430","fd.3.2023",0.660273970943031
"431","fd.30.2023",0.737127471276363
"432","fd.31.2023",0.279489579117493
"433","fd.32.2023",0.340128139926865
"434","fd.33.2023",0.193901655057996
"435","fd.34.2023",0.467207327288414
"436","fd.35.2023",0.227227096943831
"437","fd.37.2023",0.801059126916911
"438","fd.38.2023",0.72734145439351
"439","fd.39.2023",0.716767566720037
"440","fd.4.2023",0.656125921983853
"441","fd.40.2023",0.453388703356133
"442","fd.41.2023",0.652197653034332
"443","fd.42.2023",0.36158377286122
"444","fd.43.2023",0.910528540053298
"445","fd.44.2023",0.846631487486015
"446","fd.45.2023",0.690801452143704
"447","fd.46.2023",0.832525076175896
"448","fd.47.2023",0.848987997739804
"449","fd.48.2023",0.933093576905849
"450","fd.49.2023",0.621415053273968
"451","fd.5.2023",0.802351476466003
"452","fd.51.2023",0.530673601673602
"453","fd.52.2023",0.55230421630026
"454","fd.53.2023",0.821170243353496
"455","fd.6.2023",0.678921866131319
"456","fd.7.2023",0.57695693240018
"457","fd.8.2023",0.712422230529849
"458","fd.9.2023",0.724759451292775
"459","target...153",0
"460","rand.1.2021",0.133192269578432
"461","rand.10.2021",0.142970850502482
"462","rand.11.2021",0.000229941501028821
"463","rand.12.2021",0.108471974409603
"464","rand.13.2021",0.178312899366547
"465","rand.14.2021",0.5187238661975
"466","rand.15.2021",0.110779807699519
"467","rand.16.2021",0.240649086969099
"468","rand.17.2021",0.174145397634149
"469","rand.18.2021",0.251090410599927
"470","rand.19.2021",0.0519794276975682
"471","rand.2.2021",0.18543594177319
"472","rand.20.2021",0.0466608266997447
"473","rand.21.2021",0.0384780273031622
"474","rand.22.2021",0.0723081426084169
"475","rand.23.2021",0.373337462394607
"476","rand.24.2021",0.124112722477841
"477","rand.25.2021",0.420961089122185
"478","rand.26.2021",0.134432180952864
"479","rand.27.2021",0.19853142117081
"480","rand.28.2021",0.195001828573297
"481","rand.3.2021",0.0333628654768511
"482","rand.30.2021",0.11024056381411
"483","rand.31.2021",0.12599061994578
"484","rand.32.2021",0.0743037900255333
"485","rand.33.2021",0.107241899233845
"486","rand.34.2021",0.20884651768525
"487","rand.35.2021",0.571164154502887
"488","rand.36.2021",0.125088253864643
"489","rand.37.2021",0.0788762849267279
"490","rand.38.2021",0.256440326585373
"491","rand.39.2021",0.0276307053661558
"492","rand.4.2021",0.167302307170067
"493","rand.40.2021",0.137071031322066
"494","rand.41.2021",0.35043243861
"495","rand.42.2021",0.197941827004111
"496","rand.43.2021",0.0343334761420497
"497","rand.44.2021",0.205231387841913
"498","rand.45.2021",0.0363706482385257
"499","rand.46.2021",0.172945116499649
"500","rand.47.2021",0.219993032299284
"501","rand.48.2021",0.121107708998692
"502","rand.49.2021",0.406457879970724
"503","rand.5.2021",0.353689123195081
"504","rand.50.2021",0.202646014266758
"505","rand.51.2021",0.104177312156854
"506","rand.52.2021",0.373384604933153
"507","rand.53.2021",0.504792949553058
"508","rand.6.2021",0.501821833900542
"509","rand.7.2021",0
"510","rand.9.2021",0.137795998652629
"511","rand.1.2022",0.111103776657207
"512","rand.10.2022",0.258717904920692
"513","rand.11.2022",0.130136597555364
"514","rand.12.2022",0.116972225100753
"515","rand.13.2022",0.138653194419116
"516","rand.14.2022",0.213701130109484
"517","rand.15.2022",0.139914212067586
"518","rand.16.2022",0.160590413114651
"519","rand.17.2022",0.130645983951313
"520","rand.18.2022",0.467857033721205
"521","rand.19.2022",0.192872214391442
"522","rand.2.2022",0.253517211812983
"523","rand.20.2022",0.20782720245811
"524","rand.21.2022",0.0502893431144339
"525","rand.22.2022",0.0963565008039681
"526","rand.23.2022",0.452431770291024
"527","rand.24.2022",0.186947076651985
"528","rand.25.2022",0.409582681084934
"529","rand.26.2022",0.231723149918977
"530","rand.27.2022",0.0432752584028219
"531","rand.28.2022",0.235207736850627
"532","rand.29.2022",0.15070358820576
"533","rand.3.2022",0.0173511012237191
"534","rand.30.2022",0.0610156721186842
"535","rand.31.2022",0.0082273052900637
"536","rand.32.2022",0.24251663720026
"537","rand.33.2022",0.145667317364037
"538","rand.34.2022",0.379340298976238
"539","rand.35.2022",0.468682280551289
"540","rand.36.2022",0.175101092205451
"541","rand.37.2022",0.531433806185862
"542","rand.38.2022",0.0179054045682996
"543","rand.39.2022",0.332213633372011
"544","rand.4.2022",0.104985645303204
"545","rand.40.2022",0.236500553323783
"546","rand.41.2022",0.13243105837364
"547","rand.42.2022",0.665954207759526
"548","rand.43.2022",0.217821641052201
"549","rand.44.2022",0.0685895581235182
"550","rand.45.2022",0.226114486368365
"551","rand.46.2022",0.343640534252843
"552","rand.47.2022",0.111648046151785
"553","rand.48.2022",0.152616930884275
"554","rand.49.2022",0.58928280286693
"555","rand.5.2022",0.08857864727639
"556","rand.50.2022",0.0214638254990695
"557","rand.51.2022",0.0355426107491437
"558","rand.52.2022",0.512307191683589
"559","rand.53.2022",0.0451418522799531
"560","rand.6.2022",0.084558212842327
"561","rand.7.2022",0.109830323295341
"562","rand.8.2022",0.0880090154686971
"563","rand.9.2022",0.277232635608853
"564","rand.1.2023",0.208589143330673
"565","rand.10.2023",0.248277365024824
"566","rand.11.2023",0.00476886761709701
"567","rand.12.2023",0.0765697640327924
"568","rand.13.2023",0.12412168100955
"569","rand.14.2023",0.48467374304271
"570","rand.15.2023",0.181297447993849
"571","rand.16.2023",0.610589486557221
"572","rand.17.2023",0.258959933960184
"573","rand.18.2023",0.146101618543367
"574","rand.19.2023",0.188518019344875
"575","rand.2.2023",0.0817443258963011
"576","rand.20.2023",0.262964232707527
"577","rand.21.2023",0.117452459713752
"578","rand.22.2023",0.208704266011845
"579","rand.23.2023",1
"580","rand.24.2023",0.225241774294833
"581","rand.25.2023",0.385611015190269
"582","rand.26.2023",0.282202192563507
"583","rand.27.2023",0.257091437154641
"584","rand.28.2023",0.33289226360686
"585","rand.3.2023",0.100584188117086
"586","rand.30.2023",0.236167945550807
"587","rand.31.2023",0.370796815626677
"588","rand.32.2023",0.194659413979644
"589","rand.33.2023",0.600809396102234
"590","rand.34.2023",0.294210716034579
"591","rand.35.2023",0.601177186044802
"592","rand.36.2023",0.492978352934381
"593","rand.37.2023",0.281727310832428
"594","rand.38.2023",0.527778723289073
"595","rand.39.2023",0.414448996731728
"596","rand.4.2023",0.214702467892995
"597","rand.40.2023",0.364112750930781
"598","rand.41.2023",0.18033817528437
"599","rand.42.2023",0.540282813375162
"600","rand.43.2023",0.0730682768166643
"601","rand.44.2023",0.344021011775416
"602","rand.45.2023",0.0170465186824719
"603","rand.46.2023",0.0833149951640916
"604","rand.47.2023",0.382154079811155
"605","rand.48.2023",0.231139593914058
"606","rand.49.2023",0.514855368289279
"607","rand.5.2023",0.248694481030232
"608","rand.50.2023",0.0760232940194913
"609","rand.51.2023",0.227906513264932
"610","rand.52.2023",0.117093564604317
"611","rand.53.2023",0.519014196208335
"612","rand.6.2023",0.320679010010026
"613","rand.7.2023",0.0460458383893517
"614","rand.8.2023",0.26430924482189
"615","rand.9.2023",0.121992975813084
