"","trt.b.sub.y","dist"
"140","dt.30.n.2022",0.312254001191805
"141","dt.30.n.2023",0.374418592216142
"142","dt.30.s.2021",0.29805640016874
"143","dt.30.s.2022",0.388627485019719
"144","dt.30.s.2023",0.373479854663471
"145","dt.31.n.2021",0.246792591703386
"146","dt.31.n.2022",0.368165542164812
"147","dt.31.n.2023",0.15469933891509
"148","dt.31.s.2021",0.198730982450828
"149","dt.31.s.2022",0.366952366041565
"150","dt.31.s.2023",0.225654615589182
"151","dt.32.n.2021",0.320520523828495
"152","dt.32.n.2022",0.229446013601556
"153","dt.32.n.2023",0.337825561432645
"154","dt.32.s.2021",0.232212748185193
"155","dt.32.s.2022",0.267157061279504
"156","dt.32.s.2023",0.229476554727542
"157","dt.33.n.2021",0.152077815268182
"158","dt.33.n.2022",0.329196131920035
"159","dt.33.n.2023",0.223352668688109
"160","dt.33.s.2021",0.217876056240034
"161","dt.33.s.2022",0.374638030206981
"162","dt.33.s.2023",0.365343127201512
"163","dt.34.n.2021",0.137308085353437
"164","dt.34.n.2022",0.404046001155188
"165","dt.34.n.2023",0.324228857001615
"166","dt.34.s.2021",0.30047908339742
"167","dt.34.s.2022",0.404046001155188
"168","dt.34.s.2023",0.324988771864308
"169","dt.35.n.2021",0.337200250026479
"170","dt.35.n.2022",0.262683951718533
"171","dt.35.n.2023",0.402081468429049
"172","dt.35.s.2021",0.404841989385879
"173","dt.35.s.2022",0.336040519352435
"174","dt.35.s.2023",0.392787768307511
"175","dt.36.n.2021",0.352599044459003
"176","dt.36.n.2022",0.340290332054599
"177","dt.36.n.2023",0.311455868489087
"178","dt.36.s.2021",0.262876549647832
"179","dt.36.s.2022",0.404046001155188
"180","dt.36.s.2023",0.302224717330803
"181","dt.37.n.2021",0.315042757696639
"182","dt.37.n.2022",0.209591656635795
"183","dt.37.n.2023",0.604466340276359
"184","dt.37.s.2021",0.242448557985459
"185","dt.37.s.2022",0.241116595783995
"186","dt.37.s.2023",0.240435155863143
"187","dt.38.n.2021",0.216564446856303
"188","dt.38.n.2022",0.316928714485177
"189","dt.38.n.2023",0.30236319044928
"190","dt.38.s.2021",0.147020906178499
"191","dt.38.s.2022",0.194401656041065
"192","dt.38.s.2023",0.298926563694392
"193","dt.39.n.2021",0.333235530894537
"194","dt.39.n.2022",0.287583648004724
"195","dt.39.n.2023",0.264988686172779
"196","dt.39.s.2021",0.317597879796483
"197","dt.39.s.2022",0.372841760763915
"198","dt.39.s.2023",0.28171371476173
"199","dt.4.n.2021",0.277815934645994
"200","dt.4.n.2022",0.293631856163573
"201","dt.4.n.2023",1
"202","dt.4.s.2021",0.282139487160465
"203","dt.4.s.2022",0.288544853215932
"204","dt.4.s.2023",0.524467310057162
"205","dt.40.n.2021",0.369571835031308
"206","dt.40.n.2022",0.345015238614436
"207","dt.40.n.2023",0.354062668523287
"208","dt.40.s.2021",0.340471773971211
"209","dt.40.s.2022",0.302340771863758
"210","dt.40.s.2023",0.337753456637475
"211","dt.41.n.2021",0.297199135728915
"212","dt.41.n.2022",0.353289031543308
"213","dt.41.n.2023",0.283118736704652
"214","dt.41.s.2021",0.361735865322582
"215","dt.41.s.2022",0.342962518944166
"216","dt.41.s.2023",0.32160965922866
"217","dt.42.n.2021",0.200038856338919
"218","dt.42.n.2022",0.288408615130094
"219","dt.42.n.2023",0.269550719592799
"220","dt.42.s.2021",0.120438176988225
"221","dt.42.s.2022",0.239176405222704
"222","dt.42.s.2023",0.259122120463193
"223","dt.43.n.2021",0.271946579554341
"224","dt.43.n.2022",0.145098001022466
"225","dt.43.n.2023",0.0672646949907536
"226","dt.43.s.2021",0.0863531454953325
"227","dt.43.s.2022",0.15570419556703
"228","dt.43.s.2023",0.203748473364467
"229","dt.44.n.2021",0.201441395259264
"230","dt.44.n.2022",0.324687303776799
"231","dt.44.n.2023",0.251967740496835
"232","dt.44.s.2021",0.221945231793757
"233","dt.44.s.2022",0.267513593993117
"234","dt.44.s.2023",0.190417087025191
"235","dt.45.n.2021",0.25060786359796
"236","dt.45.n.2022",0.318625862432584
"237","dt.45.n.2023",0.699967686997767
"238","dt.45.s.2021",0.241846703344482
"239","dt.45.s.2022",0.21428821265535
"240","dt.45.s.2023",0.310816661871264
"241","dt.46.n.2021",0.28052790320286
"242","dt.46.n.2022",0.319458084046992
"243","dt.46.n.2023",0.362778403346509
"244","dt.46.s.2021",0.241273387699446
"245","dt.46.s.2022",0.383372356070096
"246","dt.46.s.2023",0.395288365976283
"247","dt.47.n.2021",0.281940382874913
"248","dt.47.n.2022",0.245275440111022
"249","dt.47.n.2023",0.338275322973612
"250","dt.47.s.2021",0.331292713593493
"251","dt.47.s.2022",0.262765574591271
"252","dt.47.s.2023",0.321298558956778
"253","dt.48.n.2021",0.245058798951136
"254","dt.48.n.2022",0.298489160407745
"255","dt.48.n.2023",0.307305571160312
"256","dt.48.s.2021",0.244916096897628
"257","dt.48.s.2022",0.277375308456072
"258","dt.48.s.2023",0.286429987835531
"259","dt.49.n.2021",0.234591295514511
"260","dt.49.n.2022",0.298853024932361
"261","dt.49.n.2023",0.24905773346394
"262","dt.49.s.2021",0.257473882721024
"263","dt.49.s.2022",0.283879256391661
"264","dt.49.s.2023",0.281582191282707
"265","dt.5.n.2021",0.556386000635798
"266","dt.5.n.2022",0.354127897736887
"267","dt.5.n.2023",0.192053610558865
"268","dt.5.s.2021",0.258822492900128
"269","dt.5.s.2022",0.314939113045748
"270","dt.5.s.2023",0.201251262278628
"271","dt.50.n.2021",0.131400055010112
"272","dt.50.n.2022",0.231799321318968
"273","dt.50.n.2023",0.761699547756306
"274","dt.50.s.2021",0.150195501336829
"275","dt.50.s.2022",0.274006598597802
"276","dt.50.s.2023",0.518024508713782
"277","dt.51.n.2021",0.200537476066204
"278","dt.51.n.2022",0.276016546481157
"279","dt.51.n.2023",0.275362335637274
"280","dt.51.s.2021",0.241784473538279
"281","dt.51.s.2022",0.307200556620104
"282","dt.51.s.2023",0.175481154410165
"283","dt.52.n.2021",0.280956302451777
"284","dt.52.n.2022",0.26764890964639
"285","dt.52.n.2023",0.277322496131495
"286","dt.52.s.2021",0.238766020453236
"287","dt.52.s.2022",0.237646168939737
"288","dt.52.s.2023",0.276573518328609
"289","dt.53.n.2021",0.231064671381278
"290","dt.53.n.2022",0.23955686622031
"291","dt.53.n.2023",0.310767154129899
"292","dt.53.s.2021",0.256773652873398
"293","dt.53.s.2022",0.370440700324905
"294","dt.53.s.2023",0.33257105097738
"295","dt.54.n.2021",0.232927299115113
"296","dt.54.n.2022",0.235676519631473
"297","dt.54.n.2023",0.168998712323905
"298","dt.54.s.2021",0.140411936625618
"299","dt.54.s.2022",0.205336297228196
"300","dt.54.s.2023",0.093359687565557
"301","dt.55.n.2021",0.25887537684098
"302","dt.55.n.2022",0.292705014631189
"303","dt.55.n.2023",0.232556718300855
"304","dt.55.s.2021",0.188254621965279
"305","dt.55.s.2022",0.229425988694044
"306","dt.55.s.2023",0.280028648289923
"307","dt.56.n.2021",0.304702224906291
"308","dt.56.n.2022",0.348789376657452
"309","dt.56.n.2023",0.30185382302819
"310","dt.56.s.2021",0.256569502974567
"311","dt.56.s.2022",0.332788650354889
"312","dt.56.s.2023",0.302388982772854
"313","dt.57.n.2021",0.373523815637915
"314","dt.57.n.2022",0.398822032913299
"315","dt.57.n.2023",0.401847564701353
"316","dt.57.s.2021",0.320125440290674
"317","dt.57.s.2022",0.398403759941906
"318","dt.57.s.2023",0.3967793010368
"319","dt.58.n.2021",0.152885014433157
"320","dt.58.n.2022",0.393407854169603
"321","dt.58.n.2023",0.242192888729244
"322","dt.58.s.2021",0.228223553769518
"323","dt.58.s.2022",0.374813032279295
"324","dt.58.s.2023",0.425535146961531
"325","dt.59.n.2021",0.238598682260691
"326","dt.59.n.2022",0.404046001155188
"327","dt.59.n.2023",0.284240618903875
"328","dt.59.s.2021",0.122295329414492
"329","dt.59.s.2022",0.311157068639773
"330","dt.59.s.2023",0.327955186386409
"331","dt.6.n.2021",0.19335284470223
"332","dt.6.n.2022",0.548185282114239
"333","dt.6.n.2023",0.227558311605431
"334","dt.6.s.2021",0.232324323168568
"335","dt.6.s.2022",0.210625958746798
"336","dt.6.s.2023",0.314921362288
"337","dt.60.n.2021",0.372096046935584
"338","dt.60.n.2022",0.343755328084492
"339","dt.60.n.2023",0.360856419000771
"340","dt.60.s.2021",0.249386820605088
"341","dt.60.s.2022",0.288952235604634
"342","dt.60.s.2023",0.249429763603893
"343","dt.61.n.2021",0.110636376576027
"344","dt.61.n.2022",0.278564877566524
"345","dt.61.n.2023",0.155423506989781
"346","dt.61.s.2021",0.297099075303329
"347","dt.61.s.2022",0.322528058188898
"348","dt.61.s.2023",0.228972826084304
"349","dt.62.n.2021",0.161575459156592
"350","dt.62.n.2022",0.290566239933673
"351","dt.62.n.2023",0.226114993985668
"352","dt.62.s.2021",0.220301060423142
"353","dt.62.s.2022",0.316128621122083
"354","dt.62.s.2023",0.270937795364426
"355","dt.63.n.2021",0.300209021125735
"356","dt.63.n.2022",0.347188443982645
"357","dt.63.n.2023",0.338957545658933
"358","dt.63.s.2021",0.307683531034102
"359","dt.63.s.2022",0.348469609807771
"360","dt.63.s.2023",0.321696092203726
"361","dt.64.n.2021",0.283950401056675
"362","dt.64.n.2022",0.361911298812396
"363","dt.64.n.2023",0.350318868929349
"364","dt.64.s.2021",0.271075862966901
"365","dt.64.s.2022",0.349016053979407
"366","dt.64.s.2023",0.327678748143968
"367","dt.7.n.2021",0.15251033415983
"368","dt.7.n.2022",0.292531928081441
"369","dt.7.n.2023",0.600681594994706
"370","dt.7.s.2021",0.276529558941536
"371","dt.7.s.2022",0.230892471936215
"372","dt.7.s.2023",0.343886808401233
"373","dt.8.n.2021",0.692101981489711
"374","dt.8.n.2022",0.365114651412593
"375","dt.8.n.2023",0.350078493996485
"376","dt.8.s.2021",0.279864997267042
"377","dt.8.s.2022",0.371376925083075
"378","dt.8.s.2023",0.318878553777983
"379","dt.9.n.2021",0.287136712362486
"380","dt.9.n.2022",0.308542178680862
"381","dt.9.n.2023",0.297724083140051
"382","dt.9.s.2021",0.414257066122362
"383","dt.9.s.2022",0.303833633023995
"384","dt.9.s.2023",0.36796736588982
"385","target",0
"386","ir.1.n.2021",0.224828505479389
"387","ir.1.n.2022",0.513984994312555
"388","ir.1.n.2023",0.42532260933983
"389","ir.1.s.2021",0.335677749014487
"390","ir.1.s.2022",0.762007634249341
"391","ir.1.s.2023",0.458199573330856
"392","ir.10.n.2021",0.432298481310122
"393","ir.10.n.2022",0.574425537034778
"394","ir.10.n.2023",0.478938185684487
"395","ir.10.s.2021",0.290522189906196
"396","ir.10.s.2022",0.524675498586866
"397","ir.10.s.2023",0.351732817040137
"398","ir.11.n.2021",0.554050197477292
"399","ir.11.n.2023",0.582725831657447
"400","ir.11.s.2021",0.320562773176689
"401","ir.11.s.2022",0.52610465645496
"402","ir.11.s.2023",0.565427697350383
"403","ir.12.n.2021",0.45161916977864
"404","ir.12.n.2023",0.49125981010987
"405","ir.12.s.2021",0.597279630925531
"406","ir.12.s.2023",0.705890147624504
"407","ir.13.n.2021",0.437383966629001
"408","ir.13.n.2022",0.464654373208763
"409","ir.13.n.2023",0.438364312795101
"410","ir.13.s.2021",0.422220643236597
"411","ir.13.s.2022",0.631915963480984
"412","ir.13.s.2023",0.568828494966798
"413","ir.14.n.2021",0.47277497423594
"414","ir.14.n.2022",0.444288887786919
"415","ir.14.n.2023",0.54480025519649
"416","ir.14.s.2021",0.248958337358457
"417","ir.14.s.2022",0.473958744803525
"418","ir.14.s.2023",0.498864777061865
"419","ir.15.n.2021",0.47110931304809
"420","ir.15.n.2022",0.435683610559181
"421","ir.15.n.2023",0.301738357218116
"422","ir.15.s.2021",0.343692044381287
"423","ir.15.s.2022",0.455181056715246
"424","ir.15.s.2023",0.419891448570812
"425","ir.16.n.2021",0.282283257668707
"426","ir.16.n.2022",0.646292994253019
"427","ir.16.n.2023",0.477274340121142
"428","ir.16.s.2021",0.403576930615299
"429","ir.16.s.2022",0.595569654139787
"430","ir.16.s.2023",0.470218257925268
"431","ir.17.n.2021",0.388165231126734
"432","ir.17.n.2022",0.531137973027099
"433","ir.17.n.2023",0.480019484374384
"434","ir.17.s.2021",0.260002804841674
"435","ir.17.s.2022",0.431321470033598
"436","ir.17.s.2023",0.496061596636533
"437","ir.18.n.2021",0.0884052652981242
"438","ir.18.n.2023",0.65656567911607
"439","ir.18.s.2021",0.0939733575542229
"440","ir.18.s.2023",0.536007795684986
"441","ir.19.n.2021",0.839884999807361
"442","ir.19.n.2022",0.376803007148786
"443","ir.19.n.2023",0.355899366782522
"444","ir.19.s.2021",0.453512600254477
"445","ir.19.s.2022",0.589166874814858
"446","ir.19.s.2023",0.4636821876886
"447","ir.2.n.2021",0.124869969956515
"448","ir.2.n.2022",0.24928831724066
"449","ir.2.n.2023",0.134124153630404
"450","ir.2.s.2021",0.244974026352759
"451","ir.2.s.2022",0.230579672416664
"452","ir.2.s.2023",0.243360316692097
"453","ir.20.n.2021",0.253808034966456
"454","ir.20.n.2022",0.762007634249341
"455","ir.20.n.2023",0.626156916364368
"456","ir.20.s.2021",0.094509985864474
"457","ir.20.s.2023",0.738298561219773
"458","ir.21.n.2021",0.254620549220587
"459","ir.21.n.2022",0.739673156637592
"460","ir.21.n.2023",0.634591372166329
"461","ir.21.s.2021",0.290594313277275
"462","ir.21.s.2022",0.755826743122675
"463","ir.21.s.2023",0.591920571065422
"464","ir.22.n.2021",0.573730118595602
"465","ir.22.n.2022",0.52042209164088
"466","ir.22.n.2023",0.546216603043479
"467","ir.22.s.2021",0.476493783031412
"468","ir.22.s.2022",0.762007634249341
"469","ir.22.s.2023",0.381897943893427
"470","ir.23.n.2021",0.283944527348094
"471","ir.23.n.2022",0.433789236934429
"472","ir.23.n.2023",0.475971514498813
"473","ir.23.s.2021",0.358772620015773
"474","ir.23.s.2022",0.611794481057846
"475","ir.23.s.2023",0.405709280433989
"476","ir.24.n.2021",0.12949464044111
"477","ir.24.n.2022",0.475199662641763
"478","ir.24.n.2023",0.548268477973912
"479","ir.24.s.2021",0.306245545968863
"480","ir.24.s.2022",0.573555031141948
"481","ir.24.s.2023",0.385762470288871
"482","ir.25.n.2021",0.431069902247524
"483","ir.25.n.2022",0.523033176812782
"484","ir.25.n.2023",0.480176721645666
"485","ir.25.s.2021",0.421514098874818
"486","ir.25.s.2022",0.546437504998307
"487","ir.25.s.2023",0.438460274475058
"488","ir.26.n.2021",0.38080475068073
"489","ir.26.n.2022",1
"490","ir.26.n.2023",0.505949990701294
"491","ir.26.s.2021",0.101435874398661
"492","ir.26.s.2022",0.289040759392961
"493","ir.26.s.2023",0.381611560745252
"494","ir.27.n.2021",0.42703887963813
"495","ir.27.n.2022",0.556960357345443
"496","ir.27.n.2023",0.578381261259669
"497","ir.27.s.2021",0.5429144491669
"498","ir.27.s.2022",0.582524883303905
"499","ir.27.s.2023",0.582732850107303
"500","ir.28.n.2021",0.320594509932623
"501","ir.28.n.2022",0.56543476924361
"502","ir.28.n.2023",0.271038571334578
"503","ir.28.s.2021",0.332798504989516
"504","ir.28.s.2022",0.576027839076928
"505","ir.28.s.2023",0.530285570191794
"506","ir.29.n.2021",0.561261091197441
"507","ir.29.n.2022",0.291968291994214
"508","ir.29.n.2023",0.560439307085594
"509","ir.29.s.2021",0.641706694110198
"510","ir.29.s.2022",0.305491276707914
"511","ir.29.s.2023",0.623509126726124
"512","ir.3.n.2021",0.298190826392406
"513","ir.3.n.2022",0.257409986375693
"514","ir.3.n.2023",0.350650404986591
"515","ir.3.s.2021",0.360067786191718
"516","ir.3.s.2022",0.341225681059465
"517","ir.3.s.2023",0.292495187525104
"518","ir.30.n.2021",0.554962156124005
"519","ir.30.n.2022",0.430880815143323
"520","ir.30.n.2023",0.688802844242076
"521","ir.30.s.2021",0.484970291972674
"522","ir.30.s.2022",0.86925189619568
"523","ir.30.s.2023",0.569276265840683
"524","ir.31.n.2021",0.414200061260041
"525","ir.31.n.2022",0.499585427448276
"526","ir.31.n.2023",0.385425166495105
"527","ir.31.s.2021",0.376452137216284
"528","ir.31.s.2022",0.567457417612177
"529","ir.31.s.2023",0.365456783190444
"530","ir.32.n.2021",0.828143375344007
"531","ir.32.n.2022",0.429039200890617
"532","ir.32.n.2023",0.568662779468244
"533","ir.32.s.2021",0.422846104216586
"534","ir.32.s.2022",0.198156760269675
"535","ir.32.s.2023",0.49887050522822
"536","ir.33.n.2021",0.38914418362788
"537","ir.33.n.2022",0.448806780636915
"538","ir.33.n.2023",0.443514377030953
"539","ir.33.s.2021",0.422290043668657
"540","ir.33.s.2022",0.386388692482813
"541","ir.33.s.2023",0.423492442136181
"542","ir.34.n.2021",0.389602990966854
"543","ir.34.n.2022",0.478950135600993
"544","ir.34.n.2023",0.531411895169805
"545","ir.34.s.2021",0.31130364055353
"546","ir.34.s.2022",0.478950135600993
"547","ir.34.s.2023",0.396468856235448
"548","ir.35.n.2021",0.187826409906568
"549","ir.35.n.2022",0.459460161769249
"550","ir.35.n.2023",0.48183343136741
"551","ir.35.s.2021",0.257338723922655
"552","ir.35.s.2022",0.0969339650107312
"553","ir.35.s.2023",0.695421557299643
"554","ir.36.n.2021",0.469529491715937
"555","ir.36.n.2022",0.615821012340339
"556","ir.36.n.2023",0.503837084647435
"557","ir.36.s.2021",0.268815716898794
"558","ir.36.s.2022",0.585194650003661
"559","ir.36.s.2023",0.445061424504236
"560","ir.37.n.2021",0.534906551683768
"561","ir.37.n.2022",0.200378697648438
"562","ir.37.n.2023",0.48312821698252
"563","ir.37.s.2021",0.491907465818294
"564","ir.37.s.2022",0.454646883021518
"565","ir.37.s.2023",0.569734355853356
"566","ir.38.n.2021",0.401918974283171
"567","ir.38.n.2022",0.330543592702925
"568","ir.38.n.2023",0.544435347438958
"569","ir.38.s.2021",0.574746933358708
"570","ir.38.s.2022",0.488351165195736
"571","ir.38.s.2023",0.404553306987603
"572","ir.39.n.2021",0.318025229697375
"573","ir.39.n.2022",0.543896043473451
"574","ir.39.n.2023",0.435875399926306
"575","ir.39.s.2021",0.43373511198391
"576","ir.39.s.2022",0.615350809695615
"577","ir.39.s.2023",0.635959745716469
"578","ir.4.n.2021",0.275200210439021
"579","ir.4.n.2022",0.639087912732112
"580","ir.4.n.2023",0.68746890430324
"581","ir.4.s.2021",0.544802507916406
"582","ir.4.s.2022",0.695343453195572
"583","ir.4.s.2023",0.634691202200629
"584","ir.40.n.2021",0.543898545975723
"585","ir.40.n.2022",0.659580870420993
"586","ir.40.n.2023",0.532469426312266
"587","ir.40.s.2021",0.470520842750009
"588","ir.40.s.2023",0.710160179605305
"589","ir.41.n.2021",0.183939090969547
"590","ir.41.n.2022",0.531271484632022
"591","ir.41.n.2023",0.370857516851518
"592","ir.41.s.2021",0.305590576770443
"593","ir.41.s.2022",0.351937264420171
"594","ir.41.s.2023",0.593906503147595
"595","ir.42.n.2021",0.118766444522312
"596","ir.42.n.2022",0.514579037022565
"597","ir.42.n.2023",0.303643253752597
"598","ir.42.s.2021",0.233165767922598
"599","ir.42.s.2022",0.57871804710291
"600","ir.42.s.2023",0.465419935601933
"601","ir.43.n.2021",0.0895901321418463
"602","ir.43.n.2022",0.155942343397801
"603","ir.43.n.2023",0.178523252732226
"604","ir.43.s.2021",0.16532356069966
"605","ir.43.s.2022",0.174500606866304
"606","ir.43.s.2023",0.396091247380898
"607","ir.44.n.2021",0.254123737886359
"608","ir.44.n.2022",0.723418856391159
"609","ir.44.n.2023",0.454010777414124
"610","ir.44.s.2021",0.362234755281504
"611","ir.44.s.2022",0.541374375888516
"612","ir.44.s.2023",0.54161244792063
"613","ir.45.n.2021",0.0571578721063309
"614","ir.45.n.2022",0.621492283261529
"615","ir.45.n.2023",0.485418542477947
"616","ir.45.s.2021",0.155246401121464
"617","ir.45.s.2022",0.448650124077519
"618","ir.45.s.2023",0.326857939264721
"619","ir.46.n.2021",0.375262344676385
"620","ir.46.n.2022",0.575869722839523
"621","ir.46.n.2023",0.558645198512139
"622","ir.46.s.2021",0.231143513215198
"623","ir.46.s.2022",0.631162542615651
"624","ir.46.s.2023",0.609791755285295
"625","ir.47.n.2021",0.443775489403029
"626","ir.47.n.2022",0.454313669516943
"627","ir.47.n.2023",0.638249669886485
"628","ir.47.s.2021",0.521651834922718
"629","ir.47.s.2022",0.523579306660839
"630","ir.47.s.2023",0.44563494233273
"631","ir.48.n.2021",0.462437095194787
"632","ir.48.n.2022",0.749394364463005
"633","ir.48.n.2023",0.659381667287731
"634","ir.48.s.2021",0.415907568408573
"635","ir.48.s.2022",0.756459297580476
"636","ir.48.s.2023",0.487506052499372
"637","ir.49.n.2021",0.323828183015498
"638","ir.49.n.2022",0.522986253188633
"639","ir.49.n.2023",0.465627023356402
"640","ir.49.s.2021",0.299713540156008
"641","ir.49.s.2022",0.452775732665712
"642","ir.49.s.2023",0.428714398816724
"643","ir.5.n.2021",0.395775108864756
"644","ir.5.n.2022",0.502237633928873
"645","ir.5.n.2023",0.531475098188748
"646","ir.5.s.2021",0.22356038497821
"647","ir.5.s.2022",0.361311890774759
"648","ir.5.s.2023",0.34695405920329
"649","ir.50.n.2021",0.354175576281355
"650","ir.50.n.2022",0.525138523687175
"651","ir.50.n.2023",0.540225677482734
"652","ir.50.s.2021",0.305694376760509
"653","ir.50.s.2022",0.610147094668451
"654","ir.50.s.2023",0.496635329164757
"655","ir.51.n.2021",0.354150075743512
"656","ir.51.n.2022",0.740985613787341
"657","ir.51.n.2023",0.288658198860852
"658","ir.51.s.2021",0.187275371363686
"659","ir.51.s.2022",0.740985613787341
"660","ir.51.s.2023",0.66535173575001
"661","ir.52.n.2021",0.564947465345485
"662","ir.52.n.2022",0.585194650003661
"663","ir.52.n.2023",0.58510248258023
"664","ir.52.s.2021",0.457264594497139
"665","ir.52.s.2022",0.58148773204673
